id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
29634,Citroen,C3,1.2 PureTech Feel Bold,2024.0,43300.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1200.0,113.0,0.0,0.0,Galeriden,1056950.0
29635,Citroen,C3,1.2 PureTech Shine,2019.0,47408.0,Düz,Benzin,Hatchback/5,Gri,1199.0,112.0,0.0,1.0,Yetkili Bayiden,930000.0
29636,Citroen,C-Elysee,1.5 BlueHDi Feel,2023.0,66000.0,Düz,Benzin,Sedan,Beyaz,1499.0,100.0,0.0,0.0,Galeriden,899000.0
29637,Citroen,C-Elysee,1.6 HDi Attraction,2015.0,245000.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,2.0,0.0,Galeriden,495000.0
29638,Citroen,C3,1.2 PureTech Feel Bold,2023.0,50000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,1050000.0
29639,Citroen,C4,1.2 PureTech Shine,2023.0,6001.0,Otomatik,Benzin,Hatchback/5,Gri,1199.0,132.0,0.0,0.0,Sahibinden,1450000.0
29640,Citroen,C-Elysee,1.6 HDi Live,2018.0,156000.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,0.0,0.0,Galeriden,625000.0
29641,Citroen,C3,1.2 PureTech Shine,2020.0,62000.0,Otomatik,Benzin,Hatchback/5,Mavi,1200.0,113.0,0.0,0.0,Galeriden,1020000.0
29642,Citroen,C-Elysee,1.6 HDi Live,2017.0,179000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,1.0,5.0,Sahibinden,560000.0
29643,Citroen,C3,1.4 HDi Exclusive,2011.0,250000.0,Düz,Dizel,Hatchback/5,Siyah,1398.0,71.0,3.0,9.0,Sahibinden,300001.0
29644,Citroen,C4,1.2 PureTech Feel Bold,2021.0,65000.0,Otomatik,Benzin,Hatchback/5,Turuncu,1200.0,138.0,0.0,0.0,Galeriden,1280000.0
29645,Citroen,C4 X,1.2 PureTech Shine Bold,2023.0,10000.0,Otomatik,Benzin,Sedan,Füme,1200.0,138.0,0.0,1.0,Galeriden,1465000.0
29646,Citroen,C-Elysee,1.6 HDi Exclusive,2015.0,171000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,,,Sahibinden,590000.0
29647,Citroen,C-Elysee,1.6 HDi Exclusive,2016.0,116500.0,Düz,Dizel,Sedan,Siyah,1560.0,93.0,3.0,0.0,Sahibinden,655000.0
29648,Citroen,C-Elysee,1.5 BlueHDi Feel Bold,2022.0,99000.0,Düz,Dizel,Sedan,Beyaz,1499.0,100.0,0.0,0.0,Sahibinden,800000.0
29649,Citroen,C4,1.6 HDi SX,2006.0,380000.0,Düz,Benzin,Hatchback/5,Bej,1500.0,113.0,1.0,6.0,Galeriden,327500.0
29650,Citroen,Saxo,1.5D SX,2000.0,430000.0,Düz,Dizel,Hatchback/5,Gri,1527.0,58.0,,,Sahibinden,100000.0
29651,Citroen,C-Elysee,1.5 BlueHDi Feel,2023.0,9000.0,Düz,Dizel,Sedan,Gri,1499.0,100.0,0.0,0.0,Galeriden,945000.0
29652,Citroen,C4,1.2 PureTech Feel Bold,2021.0,90500.0,Otomatik,Benzin,SUV,Gri,1199.0,132.0,1.0,1.0,Sahibinden,1150000.0
29653,Citroen,C4,1.2 PureTech Feel Bold,2023.0,24000.0,Otomatik,Benzin,SUV,Beyaz,1199.0,132.0,0.0,0.0,Sahibinden,1250000.0
29654,Citroen,C-Elysee,1.6 HDi Attraction,2013.0,167000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,1.0,2.0,Sahibinden,510000.0
29655,Citroen,C3,1.4 HDi X,2004.0,322222.0,Düz,Dizel,Hatchback/5,Bordo,1398.0,71.0,,,Sahibinden,230000.0
29656,Citroen,C3,1.4 HDi Exclusive,2010.0,380000.0,Düz,Dizel,Hatchback/5,Siyah,1398.0,71.0,2.0,0.0,Sahibinden,365000.0
29657,Citroen,C3,1.2 PureTech Feel Bold,2021.0,89000.0,Otomatik,Benzin,Hatchback/5,Mavi,1200.0,113.0,0.0,0.0,Galeriden,980000.0
29658,Citroen,e-C4 X,Shine Bold,2024.0,12000.0,Otomatik,Elektrik,SUV,Beyaz,,136.0,0.0,0.0,Sahibinden,1300000.0
29659,Citroen,C4,1.6 HDi SX,2008.0,220100.0,Düz,Dizel,Sedan,Gri,1560.0,111.0,,,Sahibinden,340000.0
29660,Citroen,C5,1.6 e-HDi Confort,2011.0,327000.0,Düz,Dizel,Sedan,Beyaz,1500.0,113.0,0.0,2.0,Sahibinden,490000.0
29661,Citroen,C-Elysee,1.5 BlueHDi Feel,2019.0,157000.0,Düz,Dizel,Sedan,Beyaz,1499.0,100.0,,,Sahibinden,634000.0
29662,Citroen,C4,1.6 SX,2005.0,256000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1587.0,111.0,0.0,8.0,Sahibinden,325000.0
29663,Citroen,C4 X,1.2 PureTech Shine Bold,2023.0,19000.0,Otomatik,Benzin,SUV,Siyah,1199.0,132.0,0.0,0.0,Sahibinden,1525000.0
29664,Citroen,C4,1.4 SX,2008.0,144000.0,Düz,Benzin,Hatchback/5,Siyah,1587.0,,0.0,2.0,Sahibinden,415000.0
29665,Citroen,C4,1.6 VTI Confort,2014.0,239000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598.0,122.0,,,Sahibinden,535000.0
29666,Citroen,C4,1.6 HDi Confort Plus,2013.0,230263.0,Düz,Dizel,Hatchback/5,Beyaz,1560.0,93.0,1.0,7.0,Sahibinden,460000.0
29667,Citroen,C5,1.6 HDi SX,2011.0,193500.0,Düz,Dizel,Sedan,Beyaz,1560.0,111.0,0.0,8.0,Sahibinden,555000.0
29668,Citroen,C4 Grand Picasso,1.6 HDi SXPK,2009.0,304000.0,Yarı Otomatik,Dizel,MPV,Gri (Gümüş),1560.0,111.0,1.0,6.0,Sahibinden,495000.0
29669,Chevrolet,Kalos,1.2 SE,2005.0,237000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1150.0,72.0,,,Sahibinden,249000.0
29670,Citroen,C4,1.6 HDi Confort Plus,2013.0,148364.0,Düz,Dizel,Hatchback/5,Gri (titanyum),1560.0,93.0,0.0,5.0,Sahibinden,675000.0
29671,Chevrolet,Cruze,1.6 Design Edition,2011.0,237900.0,Düz,LPG & Benzin,Sedan,Gri,1598.0,124.0,0.0,1.0,Sahibinden,530000.0
29672,Chevrolet,Cruze,1.6 LT Plus,2012.0,213000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598.0,124.0,,,Sahibinden,495000.0
29673,Citroen,C3,1.2 PureTech Feel Bold,2023.0,24000.0,Otomatik,Benzin,Hatchback/5,Füme,1199.0,112.0,1.0,1.0,Sahibinden,1050000.0
29674,Chevrolet,Lacetti,1.6 SX,2008.0,351000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,109.0,0.0,10.0,Sahibinden,350000.0
29675,Chevrolet,Aveo,1.3 D LT,2012.0,69000.0,Düz,Dizel,Sedan,Beyaz,1248.0,75.0,0.0,0.0,Sahibinden,600000.0
29676,Chevrolet,Kalos,1.4 SE,2005.0,258000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1399.0,83.0,0.0,8.0,Sahibinden,280000.0
29677,Chevrolet,Aveo,1.3 D LT,2013.0,115000.0,Düz,Dizel,Sedan,Beyaz,1248.0,75.0,0.0,0.0,Sahibinden,610000.0
29678,Chevrolet,Aveo,1.2 S,2009.0,175100.0,Düz,LPG & Benzin,Hatchback/5,Gri,1206.0,84.0,,,Sahibinden,350000.0
29679,Chevrolet,Cruze,1.6 WTCC Edition,2012.0,164000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,0.0,2.0,Sahibinden,590000.0
29680,Chevrolet,Kalos,1.2 SE,2005.0,204420.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1150.0,72.0,0.0,1.0,Sahibinden,300000.0
29681,Chevrolet,Rezzo,1.6 SX Comfort,2008.0,299000.0,Düz,LPG & Benzin,MPV,Gri,1598.0,108.0,0.0,4.0,Sahibinden,240000.0
29682,Chevrolet,Cruze,1.6,2012.0,152000.0,Düz,Benzin,Sedan,Beyaz,1598.0,124.0,0.0,2.0,Sahibinden,575000.0
29683,Chevrolet,Lacetti,1.6 CDX,2010.0,172000.0,Düz,LPG & Benzin,Station wagon,Gri (Gümüş),1598.0,109.0,1.0,2.0,Sahibinden,422000.0
29684,Chevrolet,Kalos,1.4 SE,2005.0,192000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1399.0,83.0,0.0,4.0,Sahibinden,315000.0
29685,Chevrolet,Cruze,1.6 LS,2010.0,220000.0,Düz,Benzin,Sedan,Beyaz,1598.0,124.0,,,Galeriden,530000.0
29686,Chevrolet,Cruze,1.6 LT Plus,2012.0,177103.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598.0,124.0,0.0,6.0,Sahibinden,520000.0
29687,Chevrolet,Lacetti,1.6 WTCC,2010.0,173000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598.0,109.0,0.0,8.0,Sahibinden,380000.0
29688,Chevrolet,Aveo,1.3 D LT,2012.0,112000.0,Düz,Dizel,Hatchback/5,Gri,1248.0,75.0,0.0,2.0,Sahibinden,525000.0
29689,Chevrolet,Aveo,1.3 D LS,2012.0,199300.0,Düz,Dizel,Sedan,Füme,1248.0,75.0,,,Sahibinden,435000.0
29690,Chevrolet,Kalos,1.4 SX,2005.0,216000.0,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1399.0,94.0,,,Sahibinden,395000.0
29691,Chevrolet,Kalos,1.2 SE,2006.0,178120.0,Düz,LPG & Benzin,Hatchback/5,Gri,1150.0,72.0,0.0,11.0,Sahibinden,260000.0
29692,Chevrolet,Aveo,1.3 D LS,2012.0,220000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,75.0,0.0,4.0,Sahibinden,425000.0
29693,Chevrolet,Cruze,1.6 LT Plus,2012.0,109000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598.0,124.0,0.0,2.0,Sahibinden,570000.0
29694,Chevrolet,Lacetti,1.4 SE,2011.0,156000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1399.0,95.0,1.0,1.0,Sahibinden,500000.0
29695,Chevrolet,Cruze,1.6 LS,2010.0,136000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598.0,113.0,1.0,1.0,Sahibinden,520000.0
29696,Chevrolet,Lacetti,1.6 WTCC,2009.0,256000.0,Düz,LPG & Benzin,Sedan,Gri,1598.0,109.0,0.0,0.0,Sahibinden,300000.0
29697,Chevrolet,Lacetti,1.6 WTCC,2008.0,370000.0,Düz,LPG & Benzin,Sedan,Siyah,1598.0,109.0,0.0,12.0,Sahibinden,280000.0
29698,Chevrolet,Cruze,1.6 LS,2010.0,236000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598.0,113.0,3.0,3.0,Sahibinden,495000.0
29699,Chevrolet,Kalos,1.4 SE,2004.0,190000.0,Düz,LPG & Benzin,Sedan,Bordo,1399.0,83.0,,,Sahibinden,340000.0
29700,Chevrolet,Cruze,1.6 Sport Plus,2013.0,175000.0,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598.0,124.0,,,Sahibinden,640000.0
29701,Chevrolet,Cruze,1.6 Sport,2013.0,98000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1598.0,124.0,1.0,5.0,Sahibinden,659000.0
29702,Chevrolet,Aveo,1.4 LTZ,2012.0,165900.0,Otomatik,LPG & Benzin,Sedan,Füme,1398.0,100.0,0.0,0.0,Sahibinden,689000.0
29703,Chevrolet,Aveo,1.2 S,2008.0,225000.0,Düz,Benzin,Hatchback/5,Beyaz,1150.0,72.0,5.0,5.0,Sahibinden,350000.0
29704,Chevrolet,Cruze,1.4 T LTZ,2013.0,220000.0,Düz,LPG & Benzin,Sedan,Füme,1364.0,140.0,1.0,0.0,Sahibinden,585000.0
29705,Chevrolet,Aveo,1.4 LTZ,2012.0,50000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1398.0,100.0,2.0,5.0,Galeriden,609990.0
29706,Chevrolet,Aveo,1.3 D LT,2012.0,178000.0,Düz,Dizel,Sedan,Beyaz,1248.0,75.0,,,Sahibinden,575000.0
29707,Chevrolet,Kalos,1.4 SE,2004.0,219000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1399.0,83.0,0.0,5.0,Sahibinden,270000.0
29708,Chevrolet,Cruze,1.6 LT,2012.0,139000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1598.0,124.0,,,Sahibinden,585000.0
29709,Chevrolet,Cruze,1.6 LS Plus,2010.0,196200.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,2.0,6.0,Sahibinden,430000.0
29710,Chevrolet,Lacetti,1.6 SX,2004.0,188000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,109.0,0.0,0.0,Sahibinden,390000.0
29711,Chevrolet,Aveo,1.3 D LT,2012.0,127000.0,Düz,Dizel,Hatchback/5,Lacivert,1248.0,75.0,0.0,5.0,Sahibinden,495000.0
29712,Chevrolet,Cruze,1.6,2010.0,241000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,113.0,,,Sahibinden,445000.0
29713,Chevrolet,Cruze,1.6 LT Plus,2012.0,215000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1598.0,124.0,1.0,0.0,Sahibinden,465000.0
29714,Chevrolet,Kalos,1.4 SX,2005.0,190000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1399.0,94.0,0.0,4.0,Sahibinden,295000.0
29715,Chevrolet,Cruze,1.6 LS Plus,2011.0,119000.0,Düz,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,615000.0
29716,Chevrolet,Aveo,1.4 LT,2012.0,198000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1398.0,100.0,0.0,1.0,Sahibinden,530000.0
29717,Chevrolet,Aveo,1.2 LS,2011.0,225000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1229.0,86.0,0.0,7.0,Sahibinden,400000.0
29718,Chevrolet,Evanda,2.0 CDX,2004.0,280000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1998.0,131.0,2.0,11.0,Sahibinden,330000.0
29719,Chevrolet,Epica,D LT,2011.0,262000.0,Otomatik,Dizel,Sedan,Siyah,1991.0,150.0,1.0,3.0,Sahibinden,493000.0
29720,Tofaş,Doğan,L,1988.0,999999.0,Düz,LPG & Benzin,Sedan,Füme,1581.0,83.0,0.0,0.0,Sahibinden,155000.0
29721,Tofaş,Serçe,,1992.0,135000.0,Düz,LPG & Benzin,Sedan,Beyaz,1239.0,65.0,0.0,0.0,Sahibinden,111999.0
29722,Tofaş,Şahin,Şahin 5 Vites,1999.0,225000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,,,Sahibinden,115000.0
29723,Chevrolet,Evanda,2.0 CDX,2004.0,290000.0,Düz,LPG & Benzin,Sedan,Gri,1998.0,131.0,2.0,11.0,Sahibinden,320000.0
29724,Tofaş,Doğan,S,1995.0,14612.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,83.0,,,Sahibinden,160000.0
29725,Tofaş,Doğan,SL,1992.0,111123.0,Düz,LPG & Benzin,Sedan,Füme,1581.0,83.0,,,Sahibinden,135000.0
29726,Tofaş,Şahin,1.6,1992.0,200000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,,,,Sahibinden,110000.0
29727,Tofaş,Doğan,L,1990.0,80000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1581.0,83.0,0.0,0.0,Sahibinden,135000.0
29728,Tofaş,Şahin,S,1996.0,64500.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,,,Sahibinden,200000.0
29729,Tofaş,Şahin,S,1996.0,123456.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,,,Sahibinden,215000.0
29730,Tofaş,Şahin,1.6,1989.0,98000.0,Düz,LPG & Benzin,Sedan,Beyaz,1600.0,63.0,,,Galeriden,100000.0
29731,Tofaş,Şahin,Şahin 5 Vites,1991.0,180000.0,Düz,Benzin,Sedan,Bej,1581.0,80.0,1.0,0.0,Sahibinden,180000.0
29732,Tofaş,Şahin,S,1998.0,324000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),,,,,Sahibinden,185000.0
29733,Tofaş,Doğan,L,1992.0,14000.0,Düz,LPG & Benzin,Sedan,Yeşil,1581.0,83.0,0.0,0.0,Galeriden,169000.0
29734,Tofaş,Doğan,SLX,1987.0,300000.0,Düz,LPG & Benzin,Sedan,Altın,1581.0,83.0,,,Sahibinden,82000.0
29735,Tofaş,Şahin,1.4,2000.0,260000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1372.0,71.0,,,Sahibinden,190000.0
29736,Tofaş,Şahin,1.6,1993.0,100000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,,,,Sahibinden,170000.0
29737,Tofaş,Şahin,S,1997.0,99999.0,Düz,Benzin,Sedan,Beyaz,1500.0,88.0,1.0,10.0,Galeriden,196000.0
29738,Tofaş,Şahin,Şahin 5 Vites,1994.0,999999.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,,,Sahibinden,125000.0
29739,Tofaş,Doğan,SLX,1997.0,1111125.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581.0,83.0,0.0,0.0,Galeriden,135000.0
29740,Tofaş,Doğan,1.6 ie,2001.0,199000.0,Düz,Benzin,Sedan,Gri,1500.0,88.0,0.0,2.0,Galeriden,315000.0
29741,Tofaş,Şahin,1.6,1993.0,199999.0,Düz,Benzin,Sedan,Beyaz,1581.0,88.0,0.0,1.0,Galeriden,175000.0
29742,Tofaş,Doğan,SLX,1996.0,208000.0,Düz,LPG & Benzin,Sedan,Gri,1581.0,83.0,0.0,0.0,Galeriden,265750.0
29743,Tofaş,Doğan,SLX,1993.0,182000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,83.0,0.0,0.0,Galeriden,138000.0
29744,Tofaş,Doğan,SLX,1993.0,192000.0,Düz,Benzin,Sedan,Lacivert,1581.0,83.0,,,Galeriden,130000.0
29745,Tofaş,Şahin,S,1994.0,350000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,,,Galeriden,140000.0
29746,Tofaş,Kartal,Kartal 5 Vites,1992.0,67000.0,Düz,Benzin,Station wagon,Kırmızı,1500.0,88.0,0.0,7.0,Galeriden,295000.0
29747,Tofaş,Şahin,S,1996.0,276000.0,Düz,Benzin,Sedan,Beyaz,1500.0,88.0,0.0,0.0,Galeriden,270000.0
29748,Tofaş,Doğan,S,1997.0,60000.0,Düz,LPG & Benzin,Sedan,Beyaz,1500.0,88.0,0.0,0.0,Galeriden,220000.0
29749,Tofaş,Kartal,SLX,1997.0,200000.0,Düz,Benzin,Station wagon,Gri,1581.0,83.0,0.0,0.0,Galeriden,198500.0
29750,Tofaş,Kartal,Kartal 5 Vites,1992.0,185000.0,Düz,LPG & Benzin,Station wagon,Kırmızı,1581.0,83.0,,,Galeriden,115000.0
29751,Tofaş,Şahin,1.6,1994.0,50000.0,Düz,Benzin,Sedan,Bej,1581.0,88.0,1.0,4.0,Galeriden,225000.0
29752,Tofaş,Doğan,SLX,1996.0,99000.0,Düz,Benzin,Sedan,Bordo,1581.0,83.0,0.0,0.0,Galeriden,250000.0
29753,Tofaş,Şahin,1.6,1988.0,80000.0,Düz,Benzin,Sedan,Beyaz,1600.0,88.0,0.0,0.0,Galeriden,95000.0
29754,Tofaş,Doğan,SLX,1994.0,150000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,83.0,,,Galeriden,150000.0
29755,Tofaş,Şahin,S,1997.0,71500.0,Düz,LPG & Benzin,Sedan,Lacivert,1500.0,88.0,0.0,0.0,Galeriden,165000.0
29756,Tofaş,Kartal,Kartal 5 Vites,1999.0,74000.0,Düz,Benzin,Station wagon,Lacivert,1581.0,83.0,,,Galeriden,275000.0
29757,Tofaş,Şahin,1.6,1993.0,67000.0,Düz,LPG & Benzin,Sedan,Bej,1581.0,88.0,0.0,0.0,Galeriden,160000.0
29758,Tofaş,Doğan,SLX,1994.0,100000.0,Düz,LPG & Benzin,Sedan,Turkuaz,1581.0,83.0,1.0,0.0,Galeriden,235000.0
29759,Tofaş,Doğan,SLX,1995.0,169000.0,Düz,Benzin,Sedan,Turkuaz,1581.0,83.0,1.0,0.0,Galeriden,260000.0
29760,Tofaş,Şahin,Şahin 5 Vites,1990.0,250000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,80.0,,,Sahibinden,100000.0
29761,Tofaş,Doğan,SL,1993.0,153000.0,Düz,LPG & Benzin,Sedan,Siyah,1581.0,83.0,,,Sahibinden,175000.0
29762,Tofaş,Doğan,SLX,1996.0,215000.0,Düz,LPG & Benzin,Sedan,Mavi,1581.0,83.0,1.0,0.0,Sahibinden,182000.0
29763,Tofaş,Kartal,S,1997.0,255000.0,Düz,LPG & Benzin,Station wagon,Beyaz,1581.0,83.0,,,Galeriden,200000.0
29764,Tofaş,Doğan,1.6 ie,2000.0,180000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1581.0,96.0,,,Sahibinden,180000.0
29765,Seat,Leon,1.0 eTSI Style Plus,2021.0,22500.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999.0,110.0,1.0,0.0,Sahibinden,1195000.0
29766,Seat,Leon,1.6 TDI CR Style,2012.0,278000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1598.0,105.0,2.0,7.0,Sahibinden,495000.0
29767,Tofaş,Kartal,S,1996.0,100000.0,Düz,LPG & Benzin,Station wagon,Beyaz,1581.0,83.0,0.0,0.0,Sahibinden,190000.0
29768,Seat,Cordoba,1.6 Signo,2000.0,280000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1595.0,100.0,,,Sahibinden,119900.0
29769,Tofaş,Murat,131,1983.0,150000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1297.0,65.0,,,Sahibinden,99000.0
29770,Tofaş,Şahin,1.6,1995.0,127600.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,,,,Sahibinden,155000.0
29771,Tofaş,Doğan,L,1990.0,60000.0,Düz,LPG & Benzin,Sedan,Mavi,1581.0,83.0,,,Sahibinden,140000.0
29772,Seat,Ibiza,1.4 Reference,2012.0,201000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390.0,85.0,0.0,3.0,Sahibinden,485000.0
29773,Seat,Toledo,1.8 Signo,2001.0,146200.0,Düz,Benzin,Sedan,Gri (Gümüş),1781.0,125.0,0.0,4.0,Sahibinden,620000.0
29774,Seat,Leon,1.5 eTSI Xcellence,2021.0,67000.0,Yarı Otomatik,Hibrit,Hatchback/5,Lacivert,1498.0,150.0,0.0,2.0,Sahibinden,1435000.0
29775,Seat,Leon,1.6 TDI Style,2015.0,120000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,0.0,0.0,Sahibinden,1075000.0
29776,Seat,Leon,1.6 TDI CR Style,2014.0,193000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,105.0,,,Sahibinden,840000.0
29777,Seat,Leon,1.6 Stella,2001.0,287000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1595.0,100.0,,,Sahibinden,369000.0
29778,Seat,Cordoba,1.4 TDI S-Rider,2006.0,288000.0,Düz,Dizel,Sedan,Füme,1422.0,80.0,1.0,4.0,Sahibinden,335000.0
29779,Seat,Toledo,1.6 Signo,2001.0,230000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1595.0,100.0,2.0,11.0,Sahibinden,345000.0
29780,Tofaş,Şahin,1.6,2001.0,100000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1581.0,113.0,,,Galeriden,165000.0
29781,Seat,Leon,1.4 TSI Style,2011.0,231000.0,Düz,Benzin,Hatchback/5,Beyaz,1390.0,125.0,0.0,6.0,Sahibinden,640000.0
29782,Seat,Ibiza,1.2 TSI Style,2012.0,166700.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197.0,105.0,0.0,7.0,Sahibinden,598000.0
29783,Seat,Cordoba,1.4 TDI Basic,2005.0,260000.0,Düz,Dizel,Sedan,Gri,1422.0,75.0,2.0,0.0,Sahibinden,280000.0
29784,Seat,Leon,1.6 TDI Style,2015.0,168000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,0.0,0.0,Sahibinden,900000.0
29785,Seat,Leon,1.6 TDI Style,2015.0,107000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,110.0,,,Sahibinden,852000.0
29786,Seat,Ibiza,1.0 EcoTSI FR,2024.0,12000.0,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999.0,115.0,0.0,0.0,Sahibinden,1400000.0
29787,Seat,Cordoba,1.6 SXE,1999.0,215000.0,Düz,LPG & Benzin,Sedan,Beyaz,1595.0,100.0,,,Sahibinden,250000.0
29788,Seat,Toledo,1.6 Reference,2005.0,269000.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1595.0,102.0,,,Sahibinden,320000.0
29789,Seat,Cordoba,1.4 TDI S-Rider,2006.0,322000.0,Düz,Dizel,Sedan,Gri (Gümüş),1422.0,80.0,2.0,0.0,Sahibinden,350000.0
29790,Seat,Cordoba,1.9 TDI Signo,2000.0,314000.0,Düz,Dizel,Sedan,Gri (metalik),1896.0,90.0,0.0,11.0,Sahibinden,265000.0
29791,Seat,Ibiza,1.0 Style,2021.0,42000.0,Düz,Benzin,Hatchback/5,Kırmızı,999.0,80.0,0.0,0.0,Sahibinden,965000.0
29792,Tofaş,Doğan,SLX,1997.0,100000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,83.0,,,Sahibinden,210000.0
29793,Seat,Cordoba,1.4 Elegance,2007.0,151000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1390.0,75.0,0.0,6.0,Sahibinden,393000.0
29794,Seat,Ibiza,1.4 Reference,2015.0,163000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1390.0,85.0,0.0,1.0,Sahibinden,600000.0
29795,Seat,Cordoba,1.4 Signo,2003.0,178000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390.0,75.0,,,Sahibinden,375000.0
29796,Seat,Leon,1.6 TDI CR Style,2013.0,209000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,865000.0
29797,Seat,Ibiza,1.6 Reference,2011.0,345000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,113.0,2.0,7.0,Galeriden,445000.0
29798,Seat,Leon,1.5 EcoTSI FR,2020.0,106000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,,,Galeriden,1399000.0
29799,Seat,Ibiza,1.6 Latino,1999.0,211000.0,Düz,Benzin,Hatchback/5,Sarı,1595.0,100.0,,,Sahibinden,250000.0
29800,Seat,Leon,1.4 EcoTSI Xcellence,2018.0,120000.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1395.0,150.0,0.0,4.0,Sahibinden,1274500.0
29801,Seat,Ibiza,1.4 Reference,2011.0,350000.0,Düz,Benzin,Hatchback/5,Siyah,1390.0,85.0,0.0,8.0,Galeriden,375000.0
