id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
29802,Seat,Ibiza,1.4 Reference,2014.0,120000.0,Düz,Benzin,Hatchback/5,Beyaz,1390.0,85.0,1.0,1.0,Galeriden,545000.0
29803,Seat,Ibiza,1.4 Reference,2015.0,154000.0,Düz,Benzin,Hatchback/5,Kırmızı,1300.0,88.0,0.0,8.0,Galeriden,589000.0
29804,Seat,Leon,1.6 TDI Style,2018.0,159000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,115.0,0.0,1.0,Sahibinden,999000.0
29805,Seat,Cordoba,1.6 Stella,2000.0,214000.0,Düz,LPG & Benzin,Sedan,Mavi,1598.0,100.0,,,Sahibinden,280000.0
29806,Seat,Toledo,1.2 TSI Style,2014.0,141000.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,105.0,1.0,0.0,Sahibinden,639000.0
29807,Seat,Leon,1.6 TDI CR Style,2015.0,168000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,945000.0
29808,Seat,Toledo,1.6 Stella,2004.0,210000.0,Düz,LPG & Benzin,Sedan,Füme,1598.0,105.0,0.0,0.0,Sahibinden,460000.0
29809,Seat,Leon,1.6 TDI CR Style,2014.0,175000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,0.0,4.0,Galeriden,850000.0
29810,Seat,Leon,1.6 TDI CR Style,2014.0,224000.0,Düz,Dizel,Hatchback/5,Kırmızı,1598.0,105.0,0.0,5.0,Sahibinden,790000.0
29811,Seat,Ibiza,1.2 TSI Reference,2017.0,139000.0,Düz,Benzin,Hatchback/5,Siyah,1197.0,90.0,2.0,0.0,Sahibinden,590000.0
29812,Seat,Altea,1.6 TDI Style XL,2012.0,172000.0,Yarı Otomatik,Dizel,MPV,Beyaz,1598.0,105.0,0.0,3.0,Sahibinden,675000.0
29813,Seat,Toledo,1.6 TDI Reference,2013.0,214000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,1.0,3.0,Sahibinden,620000.0
29814,Seat,Leon,1.0 EcoTSI Ecomotive Style Visio,2020.0,51000.0,Düz,Benzin,Hatchback/5,Siyah,999.0,115.0,0.0,0.0,Sahibinden,1040000.0
29815,Seat,Leon,1.0 eTSI Style,2023.0,17500.0,Otomatik,Hibrit,Hatchback/5,Beyaz,,,0.0,0.0,Sahibinden,1435000.0
29816,Seat,Leon,1.6 TDI CR Style,2013.0,235500.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,105.0,0.0,3.0,Sahibinden,825000.0
29817,Seat,Cordoba,1.6 Signo,2000.0,328000.0,Düz,LPG & Benzin,Sedan,Gri,1595.0,100.0,,,Sahibinden,260000.0
29818,Seat,Leon,1.6 TDI Style,2016.0,162000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598.0,110.0,1.0,4.0,Sahibinden,949000.0
29819,Seat,Leon,1.2 TSI Style,2018.0,68000.0,Yarı Otomatik,Benzin,Hatchback/5,Lacivert,1197.0,110.0,0.0,0.0,Sahibinden,1150000.0
29820,Seat,Leon,1.4 TSI FR,2017.0,116000.0,Düz,Benzin,Hatchback/5,Kırmızı,1395.0,125.0,0.0,0.0,Sahibinden,1220000.0
29821,Audi,A4,A4 Sedan 2.0 TDI Quattro,2014.0,195000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,0.0,0.0,Galeriden,1500000.0
29822,Audi,A4,A4 Sedan 2.0 TDI Sport,2015.0,262000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1968.0,190.0,,,Galeriden,1648000.0
29823,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018.0,175000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1295000.0
29824,Audi,A3,A3 Sportback 30 TFSI S-Line,2021.0,92000.0,Otomatik,Hibrit,Hatchback/5,Siyah,1200.0,113.0,2.0,0.0,Galeriden,1690000.0
29825,Audi,A6,A6 Avant 2.0 TDI,2008.0,374000.0,Otomatik,Benzin,Station wagon,Bej,1968.0,136.0,0.0,0.0,Galeriden,875000.0
29826,Audi,A4,A4 Allroad Quattro 2.0 TDI,2017.0,137000.0,Otomatik,Benzin,Station wagon,Beyaz,1900.0,188.0,3.0,3.0,Galeriden,1870000.0
29827,Audi,A3,A3 Sportback 1.6 TDI Ambition,2012.0,217000.0,Otomatik,Benzin,Hatchback/5,Mavi,1500.0,113.0,1.0,0.0,Galeriden,835000.0
29828,Audi,A3,A3 Sportback 1.6 TDI Attraction,2013.0,180000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1070000.0
29829,Audi,A4,A4 Allroad Quattro 2.0 TFSI,2011.0,145000.0,Otomatik,Benzin,Station wagon,Gri,1900.0,213.0,0.0,0.0,Galeriden,1355000.0
29830,Audi,A3,A3 Sedan 35 TFSI S-Line,2021.0,49500.0,Otomatik,Benzin,Sedan,Mavi,1500.0,138.0,1.0,0.0,Galeriden,2020000.0
29831,Audi,A5,A5 Coupe 2.0 TDI,2012.0,225000.0,Otomatik,Dizel,Coupe,Beyaz,1968.0,177.0,0.0,0.0,Galeriden,1425000.0
29832,Audi,A8,3.0 TDI Quattro Long,2013.0,288000.0,Otomatik,Dizel,Sedan,Siyah,2967.0,250.0,0.0,5.0,Galeriden,2600000.0
29833,Audi,A6,A6 Avant 2.0 TDI,2016.0,208500.0,Otomatik,Benzin,Station wagon,Beyaz,1900.0,188.0,,,Galeriden,1985000.0
29834,Audi,A3,A3 Sedan 35 TFSI Advanced,2023.0,18000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,0.0,0.0,Galeriden,2125000.0
29835,Audi,A4,A4 Sedan 1.6,2005.0,320000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,0.0,4.0,Galeriden,490000.0
29836,Audi,A3,A3 Sportback 1.6 Attraction,2010.0,190000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,1.0,4.0,Galeriden,725000.0
29837,Audi,A3,A3 Sportback 35 TFSI Advanced,2022.0,31500.0,Otomatik,Hibrit,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1845000.0
29838,Audi,A6,A6 Sedan 2.0 TDI,2012.0,233000.0,Otomatik,Dizel,Sedan,Mavi,1968.0,177.0,0.0,4.0,Galeriden,1538000.0
29839,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016.0,197000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,0.0,0.0,Galeriden,3600000.0
29840,Audi,A4,A4 Sedan 2.0 TDI,2012.0,122000.0,Otomatik,Benzin,Sedan,Gri,1900.0,138.0,4.0,3.0,Galeriden,1138000.0
29841,Audi,80 Serisi,1.6 D,1988.0,150000.0,Düz,Benzin,Sedan,Şampanya,1588.0,54.0,0.0,0.0,Galeriden,132000.0
29842,Audi,A6,A6 Sedan 2.0 TDI Quattro,2017.0,156000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,2.0,2.0,Galeriden,2185000.0
29843,Audi,A5,A5 Coupe 1.8 TFSI,2010.0,216000.0,Otomatik,Benzin,Coupe,Beyaz,1700.0,163.0,1.0,5.0,Galeriden,750000.0
29844,Audi,A3,A3 Sportback 35 TFSI Advanced,2022.0,17000.0,Otomatik,Hibrit,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1865000.0
29845,Audi,A5,A5 Sportback 2.0 TDI Quattro Design,2017.0,156078.0,Otomatik,Benzin,Hatchback/5,Mavi,1900.0,188.0,0.0,0.0,Galeriden,2330000.0
29846,Audi,A5,A5 Sportback 1.4 TFSI Sport,2017.0,183000.0,Otomatik,Benzin,Hatchback/5,Mavi,1300.0,138.0,0.0,2.0,Galeriden,1925000.0
29847,Audi,A3,A3 Sportback 1.6 TDI Ambition,2015.0,168000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,1185000.0
29848,Audi,A3,A3 Sedan 1.0 TFSI Dynamic,2018.0,100000.0,Otomatik,Benzin,Sedan,Beyaz,1200.0,113.0,1.0,2.0,Galeriden,1319000.0
29849,Audi,A3,A3 Cabrio 35 TFSI Sport,2020.0,117000.0,Otomatik,Benzin,Cabrio,Mavi,1500.0,138.0,0.0,0.0,Galeriden,2159000.0
29850,Audi,RS,RS7,2015.0,51750.0,Otomatik,Benzin,Coupe,Siyah,3750.0,563.0,0.0,0.0,Yetkili Bayiden,10250000.0
29851,Audi,A3,A3 Sedan 35 TFSI Design,2020.0,40000.0,Otomatik,Benzin,Sedan,Füme,1500.0,138.0,0.0,0.0,Galeriden,1800000.0
29852,Audi,A4,A4 Sedan 1.8 TFSI,2009.0,128000.0,Otomatik,Benzin,Sedan,Gri,1700.0,163.0,2.0,1.0,Galeriden,930000.0
29853,Audi,A4,A4 Sedan 2.0 TDI,2012.0,262000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,177.0,0.0,1.0,Galeriden,970000.0
29854,Audi,A3,A3 Sportback 1.6 TDI Attraction,2013.0,210000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1050000.0
29855,Audi,A4,A4 Sedan 1.6,2006.0,394000.0,Düz,Benzin,Sedan,Siyah,1595.0,102.0,2.0,7.0,Galeriden,425000.0
29856,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2014.0,53000.0,Otomatik,Benzin,Hatchback/5,Bej,1300.0,113.0,0.0,0.0,Galeriden,1310000.0
29857,Audi,A4,A4 Allroad Quattro 2.0 TFSI,2012.0,223000.0,Otomatik,Benzin,Station wagon,Füme,1900.0,213.0,2.0,5.0,Galeriden,1135000.0
29858,Audi,RS,RS6,2024.0,6008.0,Otomatik,Benzin,Station wagon,Gri,3750.0,630.0,0.0,0.0,Galeriden,21000000.0
29859,Audi,A3,A3 Sedan 1.6 TDI Design Line,2016.0,68750.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,1.0,2.0,Galeriden,1267900.0
29860,Audi,A5,A5 Sportback 1.4 TFSI Design,2017.0,129900.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,138.0,3.0,0.0,Galeriden,1909900.0
29861,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015.0,165000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1255000.0
29862,Audi,A6,A6 Sedan 40 TDI Quattro Design,2020.0,143500.0,Otomatik,Benzin,Sedan,Siyah,1900.0,213.0,0.0,0.0,Galeriden,3695000.0
29863,Audi,A5,A5 Sportback 2.0 TFSI Quattro,2012.0,193000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1900.0,213.0,0.0,3.0,Galeriden,1255000.0
29864,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017.0,161000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,3.0,Galeriden,1220000.0
29865,Audi,A6,A6 Sedan 1.9 TDI,2004.0,340000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,138.0,1.0,8.0,Galeriden,475000.0
29866,Audi,A4,A4 Sedan 2.0 TDI,2014.0,195750.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,150.0,0.0,0.0,Galeriden,1230000.0
29867,Audi,A6,A6 Sedan 2.0 TDI,2011.0,393000.0,Otomatik,Benzin,Sedan,Siyah,1968.0,170.0,3.0,6.0,Galeriden,669500.0
29868,Audi,A4,A4 Sedan 2.0 TDI Quattro Design,2018.0,165813.0,Otomatik,Benzin,Sedan,Siyah,1900.0,188.0,1.0,3.0,Galeriden,1759000.0
29869,Audi,A5,A5 Sportback 2.0 TDI Quattro,2014.0,230000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1900.0,188.0,2.0,0.0,Galeriden,1449000.0
29870,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2016.0,95000.0,Otomatik,Benzin,Sedan,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,1485000.0
29871,Volkswagen,VW CC,2.0 TDi 2.0 TDI,2014.0,153000.0,Otomatik,Benzin,Coupe,Beyaz,1900.0,188.0,0.0,11.0,Galeriden,975900.0
29872,Volkswagen,Polo,1.6 TDi Comfortline,2010.0,299000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,88.0,0.0,11.0,Galeriden,535900.0
29873,Volkswagen,Scirocco,1.4 TSi GTS,2013.0,299000.0,Otomatik,Benzin,Coupe,Beyaz,1500.0,163.0,0.0,8.0,Galeriden,615900.0
29874,Volkswagen,Jetta,1.2 TSi BlueMotion Highline,2016.0,150000.0,Düz,Benzin,Sedan,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,950000.0
29875,Volkswagen,Scirocco,1.4 TSi Allstar,2016.0,295000.0,Otomatik,Benzin,Coupe,Gri,1300.0,138.0,1.0,2.0,Galeriden,925900.0
29876,Volkswagen,Golf,1.5 TSi Comfortline,2020.0,96000.0,Otomatik,Benzin,Hatchback/5,Mavi,1500.0,138.0,0.0,0.0,Galeriden,1425000.0
29877,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2017.0,254000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1435000.0
29878,Volkswagen,Jetta,1.6 Comfortline,2006.0,310000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,102.0,0.0,11.0,Galeriden,415900.0
29879,Volkswagen,Polo,1.4 Tour,2008.0,181000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,1.0,Galeriden,665000.0
29880,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2016.0,172000.0,Düz,Benzin,Sedan,Gri,1300.0,113.0,0.0,1.0,Galeriden,1165000.0
29881,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2011.0,200000.0,Düz,Benzin,Sedan,Beyaz,1390.0,122.0,0.0,4.0,Sahibinden,900000.0
29882,Volkswagen,Polo,1.4 TDi Comfortline,2015.0,128000.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422.0,90.0,1.0,1.0,Sahibinden,840000.0
29883,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2014.0,200000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,0.0,0.0,Sahibinden,910000.0
29884,Volkswagen,Golf,1.4 TSi Highline,2010.0,265000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1390.0,122.0,1.0,4.0,Sahibinden,585000.0
29885,Volkswagen,Passat,1.5 TSi Business,2020.0,40000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1498.0,150.0,0.0,0.0,Sahibinden,2050000.0
29886,Volkswagen,Golf,1.2 TSi Midline Plus,2014.0,117000.0,Yarı Otomatik,Benzin,Hatchback/5,Siyah,1197.0,105.0,0.0,5.0,Sahibinden,890000.0
29887,Volkswagen,Passat Variant,2.0 TDi Comfortline,2012.0,303000.0,Yarı Otomatik,Dizel,Station wagon,Siyah,1968.0,140.0,0.0,2.0,Sahibinden,850000.0
29888,Volkswagen,Golf,1.2 TSi Comfortline,2014.0,185000.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,105.0,0.0,0.0,Sahibinden,879950.0
29889,Volkswagen,Golf,1.2 TSi Midline Plus,2013.0,165000.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,105.0,0.0,0.0,Sahibinden,860000.0
29890,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2014.0,212000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,105.0,0.0,1.0,Sahibinden,905000.0
29891,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016.0,193500.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,2.0,4.0,Galeriden,1309900.0
29892,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2011.0,218000.0,Düz,LPG & Benzin,Sedan,Siyah,1390.0,122.0,0.0,1.0,Sahibinden,880000.0
29893,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2017.0,157000.0,Otomatik,Benzin,Sedan,Füme,1300.0,113.0,0.0,4.0,Galeriden,965000.0
29894,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017.0,61000.0,Düz,Dizel,Sedan,Beyaz,1598.0,120.0,0.0,0.0,Sahibinden,1445000.0
29895,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2013.0,185189.0,Otomatik,Benzin,Sedan,Siyah,1300.0,113.0,2.0,2.0,Galeriden,985000.0
29896,Volkswagen,Jetta,1.6 TDi Comfortline,2015.0,268000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),,,,,Sahibinden,680000.0
29897,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2017.0,199000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1275000.0
29898,Volkswagen,Passat,1.6 Trendline,2004.0,294500.0,Düz,LPG & Benzin,Sedan,Kahverengi,1595.0,102.0,0.0,0.0,Sahibinden,450000.0
29899,Volkswagen,Polo,1.0 TSi Life,2024.0,15000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,88.0,0.0,0.0,Galeriden,1350000.0
29900,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017.0,112000.0,Otomatik,Benzin,Hatchback/5,Gri,1500.0,113.0,2.0,3.0,Galeriden,1095000.0
29901,Volkswagen,Polo,1.4 TDi Comfortline,2015.0,141500.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,88.0,,,Galeriden,855000.0
29902,Volkswagen,Passat,1.5 TSi Business,2021.0,114000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,2.0,Galeriden,1649000.0
29903,Volkswagen,Golf,1.2 TSi Comfortline,2015.0,161000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,2.0,Galeriden,980000.0
29904,Volkswagen,Polo,1.6,1999.0,240600.0,Otomatik,LPG & Benzin,Hatchback/5,Lacivert,1598.0,75.0,0.0,0.0,Sahibinden,300000.0
29905,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013.0,199000.0,Düz,Benzin,Sedan,Siyah,1598.0,105.0,2.0,6.0,Galeriden,849000.0
29906,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2013.0,138000.0,Düz,Benzin,Hatchback/5,Gri,1598.0,105.0,0.0,0.0,Galeriden,935000.0
29907,Volkswagen,Jetta,1.6 TDi Trendline,2012.0,237000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,3.0,0.0,Galeriden,659000.0
29908,Volkswagen,Golf,1.6 Comfortline,2001.0,245000.0,Düz,Benzin,Hatchback/5,Füme,1595.0,105.0,2.0,3.0,Sahibinden,390000.0
29909,Volkswagen,Passat Variant,1.5 TSI Elegance,2023.0,66000.0,Otomatik,Benzin,Station wagon,Gri,1500.0,138.0,0.0,0.0,Galeriden,1927500.0
29910,Volkswagen,Polo,1.4 Comfortline,2000.0,343600.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1390.0,100.0,1.0,2.0,Sahibinden,235000.0
29911,Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2016.0,89000.0,Yarı Otomatik,Benzin,Sedan,Füme,1395.0,125.0,0.0,0.0,Sahibinden,1338000.0
29912,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016.0,95000.0,Otomatik,Benzin,Sedan,Füme,1300.0,113.0,0.0,0.0,Galeriden,1150000.0
29913,Volkswagen,Passat,2.0 TDi Comfortline,2006.0,394000.0,Otomatik,Benzin,Sedan,Gri,1900.0,138.0,4.0,0.0,Galeriden,575000.0
29914,Volkswagen,Polo,1.6 TDi Comfortline,2019.0,110000.0,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598.0,95.0,1.0,2.0,Sahibinden,920000.0
29915,Volkswagen,Golf,1.6 Comfortline,1999.0,350000.0,Düz,Benzin,Hatchback/5,Mavi,1595.0,101.0,0.0,0.0,Galeriden,285000.0
29916,Volkswagen,Polo,1.0 Impression,2024.0,6100.0,Düz,Benzin,Hatchback/5,Beyaz,1200.0,88.0,0.0,0.0,Galeriden,1090000.0
29917,Volkswagen,Passat,1.9 TDi Comfortline,2003.0,241000.0,Düz,Dizel,Sedan,Yeşil,1896.0,130.0,0.0,0.0,Sahibinden,575000.0
29918,Volkswagen,Jetta,1.6 TDi Trendline,2015.0,130000.0,Düz,Dizel,Sedan,Beyaz,1598.0,105.0,,,Sahibinden,940000.0
29919,Volkswagen,Golf,1.2 TSi Midline Plus,2015.0,76021.0,Düz,Benzin,Hatchback/5,Beyaz,1197.0,105.0,,,Sahibinden,940000.0
29920,Volkswagen,Polo,1.0 TSi Comfortline,2017.0,97600.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999.0,95.0,0.0,0.0,Sahibinden,1030000.0
29921,Mercedes - Benz,C,C 200 D AMG,2017.0,129000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,0.0,Galeriden,1985000.0
29922,Mercedes - Benz,CLS,350 CDI AMG,2011.0,285000.0,Otomatik,Benzin,Coupe,Gri,2750.0,263.0,0.0,0.0,Galeriden,1450000.0
29923,Mercedes - Benz,C,C 200 D AMG,2016.0,183000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,3.0,Galeriden,1579850.0
29924,Mercedes - Benz,E,220 CDI Avantgarde,2006.0,277000.0,Otomatik,Dizel,Sedan,Gri (Gümüş),2148.0,150.0,1.0,5.0,Sahibinden,875000.0
29925,Mercedes - Benz,CLA,180 D Comfort,2017.0,54000.0,Otomatik,Benzin,Coupe,Kırmızı,1500.0,113.0,0.0,1.0,Galeriden,1689000.0
29926,Mercedes - Benz,S,S 350 350 L BlueTEC,2014.0,265000.0,Otomatik,Benzin,Sedan,Siyah,2750.0,263.0,,,Galeriden,3999900.0
29927,Mercedes - Benz,C,C 200 D AMG,2021.0,119000.0,Otomatik,Benzin,Sedan,Siyah,1598.0,160.0,0.0,0.0,Galeriden,2475000.0
29928,Mercedes - Benz,C,C 200 Edition 1 AMG,2021.0,95500.0,Otomatik,Hibrit,Sedan,Siyah,1496.0,204.0,0.0,0.0,Sahibinden,3285000.0
29929,Mercedes - Benz,E,220 D Exclusive,2024.0,6001.0,Otomatik,Benzin,Sedan,Siyah,1900.0,188.0,0.0,0.0,Galeriden,7775000.0
29930,Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY AMG,2016.0,133000.0,Otomatik,Benzin,MPV,Gri,1500.0,113.0,3.0,3.0,Galeriden,1099500.0
29931,Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2010.0,191000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,4.0,Galeriden,1132000.0
29932,Mercedes - Benz,C,C 220 CDI Avantgarde,2008.0,505000.0,Otomatik,Dizel,Sedan,Mavi,2148.0,150.0,0.0,12.0,Sahibinden,898000.0
29933,Mercedes - Benz,CLK,CLK 200 Kompressor Avantgarde,2006.0,292600.0,Otomatik,Benzin,Coupe,Siyah,1700.0,163.0,0.0,3.0,Galeriden,1050000.0
29934,Mercedes - Benz,CLS,400 D,2018.0,238000.0,Otomatik,Benzin,Coupe,Siyah,2750.0,338.0,0.0,0.0,Galeriden,3600000.0
29935,Mercedes - Benz,200,E,1990.0,435000.0,Düz,Benzin,Sedan,Beyaz,1997.0,118.0,0.0,11.0,Galeriden,315000.0
29936,Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2013.0,230000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,10.0,Galeriden,999000.0
29937,Mercedes - Benz,C,C 200 D Comfort,2017.0,175000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,1.0,0.0,Galeriden,1560000.0
29938,Mercedes - Benz,C,C 180 Fascination,2014.0,188000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,0.0,0.0,Galeriden,1660000.0
29939,Mercedes - Benz,E,180 Edition E,2015.0,200000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1865000.0
29940,Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2013.0,227000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,156.0,1.0,2.0,Galeriden,1175000.0
29941,Mercedes - Benz,C,C 200 D Exclusive,2015.0,136000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,0.0,0.0,Galeriden,1800000.0
29942,Mercedes - Benz,A,A 180 d Style,2017.0,157000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1270000.0
29943,Mercedes - Benz,200,E,1992.0,259000.0,Düz,Benzin,Sedan,Beyaz,1997.0,118.0,0.0,0.0,Galeriden,975000.0
29944,Mercedes - Benz,S,S 450 450 D Inspration,2024.0,6001.0,Otomatik,Benzin,Sedan,Siyah,2989.0,367.0,0.0,0.0,Galeriden,18200000.0
29945,Mercedes - Benz,C,C 200 d BlueTEC Fascination,2016.0,183000.0,Otomatik,Dizel,Sedan,Beyaz,1598.0,136.0,,,Galeriden,1435000.0
29946,Mercedes - Benz,C,C 200 D AMG,2018.0,145000.0,Otomatik,Dizel,Sedan,Gri,1598.0,160.0,,,Galeriden,1595000.0
29947,Mercedes - Benz,E,180 Exclusive,2018.0,218000.0,Otomatik,Benzin,Sedan,Beyaz,1595.0,156.0,0.0,0.0,Galeriden,2750000.0
29948,Mercedes - Benz,CLA,180 D AMG,2017.0,155000.0,Otomatik,Benzin,Coupe,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1695000.0
29949,Mercedes - Benz,C,C 220 CDI Avantgarde,2009.0,250000.0,Otomatik,Dizel,Sedan,Gri,2148.0,170.0,2.0,1.0,Galeriden,970000.0
29950,Mercedes - Benz,C,C 180 AMG,2015.0,123000.0,Otomatik,Benzin,Sedan,Beyaz,1595.0,156.0,1.0,1.0,Galeriden,1795000.0
29951,Mercedes - Benz,A,A 180 d AMG,2020.0,18000.0,Yarı Otomatik,Dizel,Sedan,Füme,1461.0,116.0,,,Galeriden,2375000.0
29952,Mercedes - Benz,S,S 400 400 d AMG,2018.0,155000.0,Otomatik,Benzin,Sedan,Siyah,2925.0,340.0,0.0,1.0,Galeriden,8350000.0
29953,Mercedes - Benz,C,C 180 BlueEFFICIENCY AMG,2011.0,116200.0,Otomatik,Benzin,Sedan,Beyaz,1796.0,156.0,0.0,3.0,Galeriden,1295000.0
29954,Mercedes - Benz,200,E,1989.0,325000.0,Düz,Benzin,Sedan,Kırmızı,1997.0,118.0,0.0,11.0,Galeriden,235000.0
29955,Mercedes - Benz,E,300 D AMG,2023.0,30000.0,Otomatik,Dizel,Coupe,Siyah,1992.0,265.0,0.0,0.0,Galeriden,5160000.0
29956,Mercedes - Benz,200,E,1990.0,335000.0,Düz,Benzin,Sedan,Füme,1997.0,118.0,0.0,0.0,Galeriden,365000.0
29957,Mercedes - Benz,C,C 220 CDI AMG,2008.0,372000.0,Otomatik,Benzin,Sedan,Siyah,2148.0,170.0,1.0,8.0,Galeriden,785000.0
29958,Mercedes - Benz,C,C 200 d BlueTEC AMG,2018.0,51000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,0.0,Galeriden,2419000.0
29959,Mercedes - Benz,E,200 Kompressor Avantgarde,2003.0,374000.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1796.0,163.0,,,Galeriden,950000.0
