marka,model_tam,yil,km,fiyat,renk,sehir,ilce,satici_tipi,seri,trim
Mitsubishi,Space Star 1.2 Invite,2014,125.0,665.000 TL,Gümüş Gri,İstanbul,Zeytinburnu,Sahibinden,Space,Star 1.2 Invite
Mitsubishi,Colt 1.5 DI-D Inform,2007,250.0,395.000 TL,Gümüş Gri,Konya,Karatay,Galeriden,Colt,1.5 DI-D Inform
Mitsubishi,Lancer 1.6 Invite,2005,413.0,335.000 TL,Mavi,Tekirdağ,Süleymanpaşa,Galeriden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.6 Invite,2006,260.0,400.000 TL,Mavi,İstanbul,Tuzla,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.8 GDI Elegance,2000,275.0,185.000 TL,Gümüş Gri,Yalova,Çiftlikköy,Sahibinden,Carisma,1.8 GDI Elegance
Mitsubishi,Carisma 1.8 GDI Elegance,2000,214.0,250.000 TL,Siyah,Kocaeli,Gebze,Sahibinden,Carisma,1.8 GDI Elegance
Mitsubishi,Colt 1.5 DI-D Inform,2007,257.5,444.000 TL,Siyah,İstanbul,Büyükçekmece,Sahibinden,Colt,1.5 DI-D Inform
Mitsubishi,Space Star 1.6,2005,280.0,350.000 TL,Gümüş Gri,Adana,Çukurova,Sahibinden,Space,Star 1.6
Mitsubishi,Space Star 1.2 Intense,2019,30.0,950.000 TL,Beyaz,Tekirdağ,Çorlu,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Space Star 1.2 Intense,2019,150.0,699.000 TL,Siyah,İstanbul,Beylikdüzü,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Carisma 1.9 DI-D Classic,2004,370.0,305.000 TL,Füme,Ankara,Etimesgut,Sahibinden,Carisma,1.9 DI-D Classic
Mitsubishi,Lancer 1.5 GLX,1990,324.0,150.000 TL,Bordo,İzmir,Karşıyaka,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Lancer 1.6 Comfort,2004,370.0,365.000 TL,Beyaz,Antalya,Muratpaşa,Sahibinden,Lancer,1.6 Comfort
Mitsubishi,Colt 1.3 Invite,2007,255.0,275.000 TL,Füme,İstanbul,Esenyurt,Sahibinden,Colt,1.3 Invite
Mitsubishi,Space Star 1.2 Intense,2020,112.0,950.000 TL,Mor,Trabzon,Ortahisar,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Carisma 1.6 GLX,1999,261.0,295.000 TL,Lacivert,Kocaeli,Gebze,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Colt 1.3 Elegance,2010,212.0,365.000 TL,Siyah,Niğde,Çiftlik,Sahibinden,Colt,1.3 Elegance
Mitsubishi,Lancer 1.5 Inform,2011,135.0,948.500 TL,Füme,Balıkesir,Edremit,Sahibinden,Lancer,1.5 Inform
Mitsubishi,Carisma 1.6 Comfort,2001,338.0,260.000 TL,Gri,Mardin,Artuklu,Sahibinden,Carisma,1.6 Comfort
Mitsubishi,Lancer 1.5 Invite,2009,278.0,580.000 TL,Beyaz,Trabzon,Araklı,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer Evolution X,2009,85.0,2.985.000 TL,Kahverengi,Kocaeli,Başiskele,Galeriden,Lancer,Evolution X
Mitsubishi,Carisma 1.8 GDI Comfort,1999,240.0,290.000 TL,Gri,İzmir,Torbalı,Galeriden,Carisma,1.8 GDI Comfort
Mitsubishi,Lancer 1.5 Inform,2009,310.0,425.000 TL,Siyah,Mardin,Artuklu,Sahibinden,Lancer,1.5 Inform
Mitsubishi,Space Star 1.2 Invite,2014,128.0,679.000 TL,Kırmızı,İzmir,Bornova,Sahibinden,Space,Star 1.2 Invite
Mitsubishi,Carisma 1.6 GL,1999,435.0,109.000 TL,Beyaz,Balıkesir,Karesi,Sahibinden,Carisma,1.6 GL
Mitsubishi,Colt 1.3 Invite,2009,174.0,460.000 TL,Siyah,Balıkesir,Altıeylül,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2009,157.0,730.000 TL,Kırmızı,İstanbul,Esenyurt,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Attrage 1.2 Intense Plus,2015,143.0,680.000 TL,Gümüş Gri,İstanbul,Beylikdüzü,Sahibinden,Attrage,1.2 Intense Plus
Mitsubishi,Lancer 1.6 Invite,2004,249.9,455.000 TL,Gri,Adana,Sarıçam,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Space Star 1.2 Intense,2022,41.0,839.000 TL,Beyaz,İstanbul,Ümraniye,Galeriden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.6 Invite,2012,108.5,750.900 TL,Siyah,İstanbul,Bahçelievler,Galeriden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,2000,289.0,310.000 TL,Beyaz,Sakarya,Hendek,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.5 Invite,2010,180.0,665.000 TL,Gri,İstanbul,Avcılar,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.3 Comfort,2004,330.0,300.000 TL,Lacivert,Samsun,İlkadım,Sahibinden,Lancer,1.3 Comfort
Mitsubishi,Lancer 1.6 Invite,2005,272.4,355.000 TL,Bordo,Bilecik,Merkez,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Attrage 1.2 Intense,2015,208.5,595.000 TL,Beyaz,İstanbul,Başakşehir,Sahibinden,Attrage,1.2 Intense
Mitsubishi,Carisma 1.6 Comfort,2001,525.0,200.000 TL,Mavi,Ankara,Mamak,Sahibinden,Carisma,1.6 Comfort
Mitsubishi,Carisma 1.8 GDI Comfort,1999,343.0,275.000 TL,Gümüş Gri,Hatay,Dörtyol,Sahibinden,Carisma,1.8 GDI Comfort
Mitsubishi,Lancer 1.6 Invite,2005,416.0,386.000 TL,Mavi,Ankara,Altındağ,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2005,402.977,320.000 TL,Siyah,Kocaeli,İzmit,Sahibinden,Colt,1.3 Invite
Mitsubishi,Colt 1.3 Invite,2007,193.0,485.000 TL,Mavi,Ankara,Gölbaşı,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2005,257.0,450.000 TL,Gri,Bartın,Merkez,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.6 Invite,2005,272.0,370.000 TL,Kırmızı,İstanbul,Silivri,Galeriden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2005,402.977,450.000 TL,Siyah,Denizli,Pamukkale,Sahibinden,Colt,1.3 Invite
Mitsubishi,Colt 1.3 Invite,2008,313.5,425.000 TL,Mavi,Eskişehir,Tepebaşı,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Inform,2009,350.0,600.000 TL,Beyaz,Kayseri,Kocasinan,Sahibinden,Lancer,1.5 Inform
Mitsubishi,Lancer 1.5 Invite,2011,250.0,725.000 TL,Füme,Elazığ,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Colt 1.3 Invite,2006,238.0,429.000 TL,Siyah,Sakarya,Arifiye,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2011,64.0,940.000 TL,Gri,Tekirdağ,Kapaklı,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2011,197.0,550.000 TL,Gri,İstanbul,Esenyurt,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 GLX,1990,600.0,110.000 TL,Beyaz,Mersin,Tarsus,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Colt 1.3 Invite,2008,295.0,250.000 TL,Gri,Ankara,Akyurt,Galeriden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2010,239.0,560.000 TL,Beyaz,Antalya,Alanya,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 GLX,1990,396.0,110.000 TL,Beyaz,Artvin,Hopa,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Carisma 1.9 DI-D Comfort,2004,430.0,220.000 TL,Beyaz,Çanakkale,Merkez,Sahibinden,Carisma,1.9 DI-D Comfort
Mitsubishi,Colt 1.5 DI-D Insport,2006,197.2,440.000 TL,Gri,İstanbul,Tuzla,Sahibinden,Colt,1.5 DI-D Insport
Mitsubishi,Colt 1.3 Invite,2007,280.0,298.000 TL,Siyah,İstanbul,Ümraniye,Sahibinden,Colt,1.3 Invite
Mitsubishi,Grandis 2.0 DI-D,2006,173.8,795.000 TL,Şampanya,İstanbul,Pendik,Sahibinden,Grandis,2.0 DI-D
Mitsubishi,Attrage 1.2 Intense,2015,139.0,550.000 TL,Beyaz,İstanbul,Çekmeköy,Sahibinden,Attrage,1.2 Intense
Mitsubishi,Lancer 1.6 Invite,2005,387.0,370.000 TL,Siyah,İstanbul,Tuzla,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.6 Plus,2004,388.0,320.000 TL,Bordo,İstanbul,Kartal,Sahibinden,Lancer,1.6 Plus
Mitsubishi,Carisma 1.8 GDI Elegance,2001,255.0,320.000 TL,Lacivert,Adana,Seyhan,Sahibinden,Carisma,1.8 GDI Elegance
Mitsubishi,Space Star 1.2 Invite,2015,97.0,787.000 TL,Beyaz,Sivas,Merkez,Sahibinden,Space,Star 1.2 Invite
Mitsubishi,Carisma 1.9 DI-D Comfort,2004,263.0,190.000 TL,Siyah,İstanbul,Fatih,Sahibinden,Carisma,1.9 DI-D Comfort
Mitsubishi,Carisma 1.6 GLX,1999,282.0,355.000 TL,Gümüş Gri,Hatay,Erzin,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Colt 1.5 DI-D Inform,2005,117.4,350.000 TL,Lacivert,İstanbul,Esenyurt,Sahibinden,Colt,1.5 DI-D Inform
Mitsubishi,Lancer 1.5 Invite,2011,210.0,635.000 TL,Beyaz,İstanbul,Beylikdüzü,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Plus,2006,320.0,365.000 TL,Gri,Denizli,Pamukkale,Sahibinden,Lancer,1.6 Plus
Mitsubishi,Carisma 1.6 GLX,1999,305.0,260.000 TL,Kırmızı,Bilecik,Merkez,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.5 Invite,2010,350.0,470.000 TL,Siyah,Eskişehir,Seyitgazi,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Colt 1.3 Invite CZ3 AMT,2009,160.0,475.000 TL,Kırmızı,Aydın,Nazilli,Sahibinden,Colt,1.3 Invite CZ3 AMT
Mitsubishi,Lancer 1.5 Invite,2008,192.9,675.000 TL,Siyah,Ankara,Çankaya,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Carisma 1.6 GLX,2000,380.0,210.000 TL,Mavi,Adana,Sarıçam,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.6 Invite,2005,242.0,450.000 TL,Gümüş Gri,Adana,Seyhan,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2011,110.624,530.000 TL,Beyaz,Antalya,Muratpaşa,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2010,306.0,1.300.000 TL,Siyah,Ankara,Çankaya,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,1999,326.0,199.999 TL,Lacivert,İstanbul,Başakşehir,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.5 GLX,1990,356.0,125.000 TL,Beyaz,Bolu,Gerede,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Lancer 1.5 Invite,2011,263.0,705.000 TL,Siyah,Trabzon,Ortahisar,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Galant 1.8 GLS,1990,25.0,60.000 TL,Beyaz,Adana,Seyhan,Sahibinden,Galant,1.8 GLS
Mitsubishi,Colt 1.3 Invite,2008,250.0,550.000 TL,Siyah,Yozgat,Boğazlıyan,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2010,320.0,500.000 TL,Mavi,Muğla,Menteşe,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Space Star 1.6,2004,248.0,355.000 TL,Gri,Sakarya,Karasu,Sahibinden,Space,Star 1.6
Mitsubishi,Carisma 1.6 GLX,1999,257.0,244.000 TL,Lacivert,İzmir,Karşıyaka,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer 1.6 Invite,2007,280.0,350.000 TL,Siyah,Kırklareli,Lüleburgaz,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 GLX,1990,505.0,60.000 TL,Bordo,İstanbul,Üsküdar,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Lancer 1.6 Invite,2015,111.0,940.000 TL,Beyaz,Sakarya,Serdivan,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 Comfort,2001,360.0,315.000 TL,Gümüş Gri,Adana,Seyhan,Galeriden,Carisma,1.6 Comfort
Mitsubishi,Colt 1.3 Invite,2011,295.0,495.000 TL,Beyaz,İstanbul,Sultanbeyli,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 Invite,2008,332.0,540.000 TL,Kırmızı,Ağrı,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Colt 1.3 Invite,2007,251.0,280.000 TL,Kırmızı,İstanbul,Küçükçekmece,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2005,358.0,355.000 TL,Gümüş Gri,Denizli,Buldan,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2010,370.0,470.000 TL,Gümüş Gri,Denizli,Sarayköy,Galeriden,Lancer,1.5 Invite
Mitsubishi,Space Star 1.2 Intense,2021,45.0,890.000 TL,Kırmızı,Muğla,Bodrum,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.5 Invite,2009,252.0,630.000 TL,Gümüş Gri,Diyarbakır,Kayapınar,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Carisma 1.6 Comfort,2001,438.5,260.000 TL,Sarı,Ankara,Yenimahalle,Sahibinden,Carisma,1.6 Comfort
Mitsubishi,Colt 1.3 Invite,2005,219.0,430.000 TL,Füme,Ankara,Yenimahalle,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2011,347.0,390.000 TL,Siyah,Ankara,Sincan,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,1999,360.0,225.000 TL,Kırmızı,Konya,Selçuklu,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Carisma 1.6 Avance,2003,220.0,400.000 TL,Gri,Rize,Merkez,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Space Star 1.2 Intense,2021,92.159,820.000 TL,Mavi,Diyarbakır,Bağlar,Galeriden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.5 Inform,2009,294.0,600.000 TL,Siyah,İstanbul,Esenler,Sahibinden,Lancer,1.5 Inform
Mitsubishi,Diamante 3.0,1992,140.0,675.000 TL,Beyaz,Hatay,Payas,Galeriden,Diamante,3.0
Mitsubishi,Lancer 1.6 Comfort,2004,219.0,410.000 TL,Kırmızı,İzmir,Balçova,Sahibinden,Lancer,1.6 Comfort
Mitsubishi,Space Star 1.3,2002,279.0,350.000 TL,Mavi,Mersin,Toroslar,Sahibinden,Space,Star 1.3
Mitsubishi,Colt 1.3 Invite,2008,315.0,300.000 TL,Siyah,Ankara,Keçiören,Sahibinden,Colt,1.3 Invite
Mitsubishi,Carisma 1.6 GLX,1999,312.0,245.000 TL,Gri,Sakarya,Adapazarı,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Colt 1.3 Elegance,2012,40.0,865.000 TL,Kırmızı,İstanbul,Pendik,Galeriden,Colt,1.3 Elegance
Mitsubishi,Carisma 1.6 Avance,2001,282.5,280.000 TL,Gri,Bingöl,Merkez,Galeriden,Carisma,1.6 Avance
Mitsubishi,Lancer Evolution X,2010,53.0,3.450.000 TL,Siyah,Sivas,Merkez,Sahibinden,Lancer,Evolution X
Mitsubishi,Lancer 1.6 Invite,2005,301.0,365.000 TL,Gümüş Gri,Adana,Çukurova,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.6 Invite,2004,217.8,370.000 TL,Gümüş Gri,İstanbul,Üsküdar,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2009,270.0,620.000 TL,Kırmızı,İzmir,Menemen,Galeriden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Comfort,2004,487.0,420.000 TL,Gümüş Gri,Antalya,Kaş,Galeriden,Lancer,1.6 Comfort
Mitsubishi,Space Star 1.9 DI-D,2003,349.5,279.000 TL,Beyaz,Ankara,Mamak,Galeriden,Space,Star 1.9 DI-D
Mitsubishi,Lancer Evolution X,2010,53.0,500.000 TL,Siyah,Diyarbakır,Kayapınar,Sahibinden,Lancer,Evolution X
Mitsubishi,Space Star 1.2 Intense,2020,67.0,899.999 TL,Beyaz,Aydın,Nazilli,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Colt 1.5 DI-D Inform,2005,213.0,330.000 TL,Kırmızı,Sakarya,Hendek,Sahibinden,Colt,1.5 DI-D Inform
Mitsubishi,Space Star 1.6,2005,226.2,350.000 TL,Gümüş Gri,İstanbul,Beylikdüzü,Sahibinden,Space,Star 1.6
Mitsubishi,Colt 1.3 Inform,2005,233.0,350.000 TL,Gri,Çanakkale,Biga,Sahibinden,Colt,1.3 Inform
Mitsubishi,Space Star 1.2 Intense,2020,48.0,830.000 TL,Füme,Çankırı,Merkez,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Carisma 1.6 GLX,1999,437.0,230.000 TL,Bordo,Samsun,İlkadım,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Carisma 1.6 GL,2000,357.0,310.000 TL,Mavi,Karabük,Safranbolu,Sahibinden,Carisma,1.6 GL
Mitsubishi,Carisma 1.6 Avance,2001,380.0,325.000 TL,Beyaz,Ankara,Pursaklar,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Lancer 1.6 Invite,2005,168.0,460.000 TL,Gri,Kocaeli,İzmit,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2011,200.6,500.000 TL,Füme,Adana,Çukurova,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.5 GLX,1990,300.0,135.000 TL,Bordo,Erzincan,Merkez,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Lancer 1.5 Invite,2009,308.0,485.000 TL,Siyah,Çanakkale,Biga,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Comfort,2004,342.0,330.000 TL,Bordo,Tekirdağ,Şarköy,Sahibinden,Lancer,1.6 Comfort
Mitsubishi,Lancer 1.6 Invite,2005,208.0,425.000 TL,Kırmızı,İstanbul,Pendik,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GL,2000,258.0,210.000 TL,Kırmızı,Ankara,Keçiören,Sahibinden,Carisma,1.6 GL
Mitsubishi,Lancer 1.6 Invite,2006,288.0,400.000 TL,Siyah,Antalya,Muratpaşa,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2009,346.0,465.000 TL,Kırmızı,İstanbul,Küçükçekmece,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer Evolution IX,2006,68.0,6.950.000 TL,Füme,İstanbul,Zeytinburnu,Galeriden,Lancer,Evolution IX
Mitsubishi,Lancer 1.6 Invite,2011,183.0,700.000 TL,Beyaz,Denizli,Merkezefendi,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Space Star 1.2 Intense,2022,115.0,950.000 TL,Sarı,Bursa,Osmangazi,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.5 Invite,2009,254.0,495.000 TL,Siyah,Kars,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Space Star 1.2 Intense,2020,73.4,1.000.000 TL,Bordo,Kütahya,Tavşanlı,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Lancer 1.6 Invite,2013,155.0,915.000 TL,Beyaz,Kocaeli,İzmit,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,2000,312.523,245.000 TL,Gümüş Gri,Denizli,Pamukkale,Galeriden,Carisma,1.6 GLX
Mitsubishi,Colt 1.3 Instyle,2005,257.0,425.000 TL,Gümüş Gri,Hatay,Antakya,Galeriden,Colt,1.3 Instyle
Mitsubishi,Lancer 1.6 Invite,2005,246.0,340.000 TL,Lacivert,Adana,Çukurova,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2011,319.0,560.000 TL,Gri,Adana,Sarıçam,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Comfort,2004,399.0,375.000 TL,Kırmızı,Adana,Seyhan,Galeriden,Lancer,1.6 Comfort
Mitsubishi,Space Star 1.2 Intense,2019,73.0,880.000 TL,Gri,Bursa,Nilüfer,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Colt 1.3 Elegance,2012,154.899,710.000 TL,Beyaz,Mersin,Mezitli,Sahibinden,Colt,1.3 Elegance
Mitsubishi,Colt 1.3 Instyle,2008,131.0,575.000 TL,Mavi,Elazığ,Merkez,Galeriden,Colt,1.3 Instyle
Mitsubishi,Lancer 1.6 Invite,2011,256.0,549.000 TL,Gri,İstanbul,Sultanbeyli,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 Avance,2001,376.0,205.000 TL,Mavi,Burdur,Merkez,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Colt 1.3 Elegance,2011,162.0,600.000 TL,Kahverengi,Ankara,Keçiören,Sahibinden,Colt,1.3 Elegance
Mitsubishi,Carisma 1.8 GDI Elegance,2001,370.0,209.000 TL,Gümüş Gri,İstanbul,Büyükçekmece,Sahibinden,Carisma,1.8 GDI Elegance
Mitsubishi,Carisma 1.6 Avance,2002,300.0,350.000 TL,Gümüş Gri,İstanbul,Kadıköy,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Lancer 1.5 Invite,2009,245.0,565.000 TL,Kırmızı,Denizli,Pamukkale,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Space Star 1.6,2005,291.65,300.000 TL,Bordo,İstanbul,Ümraniye,Sahibinden,Space,Star 1.6
Mitsubishi,Carisma 1.6 GLX,2000,493.0,270.000 TL,Bordo,İstanbul,Esenyurt,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Colt 1.3 Invite,2009,168.0,449.000 TL,Şampanya,İstanbul,Bahçelievler,Sahibinden,Colt,1.3 Invite
Mitsubishi,Colt 1.3 Invite,2007,275.0,387.500 TL,Mavi,Kocaeli,Gebze,Sahibinden,Colt,1.3 Invite
Mitsubishi,Lancer 1.6 Invite,2006,303.0,320.000 TL,Siyah,İstanbul,Avcılar,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,1999,274.0,365.000 TL,Beyaz,Mersin,Toroslar,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Space Star 1.6,2004,162.5,260.000 TL,Bordo,İstanbul,Güngören,Sahibinden,Space,Star 1.6
Mitsubishi,Lancer 1.5 Invite,2009,373.0,375.000 TL,Kırmızı,Muş,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 Invite,2009,238.5,650.000 TL,Kırmızı,Ankara,Yenimahalle,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Invite,2006,200.0,500.000 TL,Bordo,Adana,Yüreğir,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.9 DI-D Comfort,2004,400.0,190.000 TL,Gümüş Gri,Gaziantep,Şahinbey,Galeriden,Carisma,1.9 DI-D Comfort
Mitsubishi,Lancer 1.6 Invite,2011,201.0,770.000 TL,Kırmızı,Bilecik,Söğüt,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 Avance,2002,487.0,365.000 TL,Kırmızı,Sakarya,Hendek,Sahibinden,Carisma,1.6 Avance
Mitsubishi,Lancer 1.5 Inform,2010,265.0,485.000 TL,Beyaz,Adana,Yüreğir,Galeriden,Lancer,1.5 Inform
Mitsubishi,Colt 1.3 Invite,2007,212.0,357.000 TL,Siyah,İzmir,Karşıyaka,Sahibinden,Colt,1.3 Invite
Mitsubishi,Galant 1.8 GLi,1993,382.0,160.000 TL,Beyaz,Kayseri,Melikgazi,Galeriden,Galant,1.8 GLi
Mitsubishi,Lancer 1.5 Invite,2009,290.0,375.000 TL,Siyah,Samsun,Canik,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 GLX,1990,572.0,189.000 TL,Beyaz,Kırklareli,Merkez,Sahibinden,Lancer,1.5 GLX
Mitsubishi,Carisma 1.6 GL,1999,296.0,187.000 TL,Lacivert,İstanbul,Ümraniye,Sahibinden,Carisma,1.6 GL
Mitsubishi,Carisma 1.6 GLX,1999,369.0,200.000 TL,Mavi,Sivas,Merkez,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Space Star 1.2 Intense,2019,73.0,485.000 TL,Gri,İstanbul,Fatih,Sahibinden,Space,Star 1.2 Intense
Mitsubishi,Carisma 1.6 GLX,1999,265.5,270.000 TL,Gri,Kocaeli,Körfez,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Space Star 1.6,2005,220.0,320.000 TL,Gri,Tokat,Niksar,Sahibinden,Space,Star 1.6
Mitsubishi,Lancer 1.6 Invite,2005,341.0,430.000 TL,Gri,Ankara,Yenimahalle,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.6 GLX,2000,445.0,270.000 TL,Siyah,Kocaeli,Darıca,Sahibinden,Carisma,1.6 GLX
Mitsubishi,Lancer Evolution VII,2002,157.0,2.125.000 TL,Siyah,İstanbul,Kadıköy,Galeriden,Lancer,Evolution VII
Mitsubishi,Carisma 1.6 Comfort,1999,320.0,250.000 TL,Kırmızı,Tekirdağ,Süleymanpaşa,Galeriden,Carisma,1.6 Comfort
Mitsubishi,Lancer Evolution VII,2003,100.0,3.050.000 TL,Kırmızı,Bursa,Yıldırım,Galeriden,Lancer,Evolution VII
Mitsubishi,Colt 1.3 Inform,2006,202.5,309.500 TL,Gri,İstanbul,Fatih,Sahibinden,Colt,1.3 Inform
Mitsubishi,Lancer 1.6 Invite,2005,300.0,390.000 TL,Gümüş Gri,Adana,Seyhan,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Colt 1.3 Invite,2011,185.0,590.000 TL,Siyah,Isparta,Senirkent,Galeriden,Colt,1.3 Invite
Mitsubishi,Lancer Evolution X,2011,42.7,2.590.000 TL,Beyaz,İstanbul,Büyükçekmece,Sahibinden,Lancer,Evolution X
Mitsubishi,Lancer 1.5 Invite,2009,175.0,589.000 TL,Gri,Çorum,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.5 Invite,2011,126.5,810.000 TL,Gümüş Gri,Bartın,Merkez,Sahibinden,Lancer,1.5 Invite
Mitsubishi,Lancer 1.6 Invite,2011,206.0,730.000 TL,Gümüş Gri,İstanbul,Kartal,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Carisma 1.8 GDI Elegance,1999,250.0,375.000 TL,Mavi,Isparta,Merkez,Galeriden,Carisma,1.8 GDI Elegance
Mitsubishi,Lancer 1.6 Invite,2011,163.0,685.000 TL,Siyah,Kocaeli,Çayırova,Sahibinden,Lancer,1.6 Invite
Mitsubishi,Lancer 1.5 Invite,2009,306.0,510.000 TL,Siyah,İstanbul,Beykoz,Sahibinden,Lancer,1.5 Invite
