marka,model_tam,yil,km,fiyat,renk,sehir,ilce,satici_tipi,seri,trim
BMW,3 Serisi 318i Prestige,2017,135.0,1.515.000 TL,Lacivert,İstanbul,Kadıköy,Galeriden,3 Serisi,318i Prestige
BMW,5 Serisi 520i Luxury Line,2017,117.0,3.400.000 TL,Bej,Gaziantep,Şehitkamil,Sahibinden,5 Serisi,520i Luxury Line
BMW,4 Serisi 418i Gran Coupe M Sport,2015,225.0,1.275.000 TL,Beyaz,İstanbul,Küçükçekmece,Galeriden,4 Serisi,418i Gran Coupe M Sport
BMW,3 Serisi 320i ED 40th Year Edition,2015,170.0,1.980.000 TL,Gri,Ankara,Çankaya,Galeriden,3 Serisi,320i ED 40th Year Edition
BMW,3 Serisi 316i Standart,1990,159.999,475.000 TL,Kırmızı,Denizli,Merkezefendi,Sahibinden,3 Serisi,316i Standart
BMW,3 Serisi 320i 50 Jahre Edition,2025,16.0,5.199.000 TL,Gri,İstanbul,Sarıyer,Galeriden,3 Serisi,320i 50 Jahre Edition
BMW,5 Serisi 520i Luxury Line,2023,87.0,3.800.000 TL,Gri,İstanbul,Kadıköy,Sahibinden,5 Serisi,520i Luxury Line
BMW,1 Serisi 116i Joy Edition,2014,189.0,1.095.000 TL,Kırmızı,Antalya,Muratpaşa,Galeriden,1 Serisi,116i Joy Edition
BMW,5 Serisi 520i M Sport,2017,151.0,2.850.000 TL,Beyaz,Tekirdağ,Çerkezköy,Sahibinden,5 Serisi,520i M Sport
BMW,1 Serisi 118i Joy Plus,2017,112.0,1.345.000 TL,Siyah,İzmir,Kemalpaşa,Galeriden,1 Serisi,118i Joy Plus
BMW,i Serisi i4 eDrive 40,2023,60.0,3.895.000 TL,Mavi,Ankara,Etimesgut,Galeriden,i Serisi,i4 eDrive 40
BMW,4 Serisi 420d M Sport,2014,299.999,2.395.000 TL,Beyaz,Bursa,Nilüfer,Galeriden,4 Serisi,420d M Sport
BMW,5 Serisi 525d xDrive Premium,2013,207.0,1.770.000 TL,Gri,Karabük,Safranbolu,Sahibinden,5 Serisi,525d xDrive Premium
BMW,1 Serisi 118i M Sport,2023,26.0,2.520.000 TL,Gri,Eskişehir,Tepebaşı,Galeriden,1 Serisi,118i M Sport
BMW,5 Serisi 520d Premium,2015,233.0,1.950.000 TL,Beyaz,Bursa,Osmangazi,Galeriden,5 Serisi,520d Premium
BMW,7 Serisi 740d xDrive M Excellence,2024,19.8,14.850.000 TL,Siyah,Aksaray,Merkez,Galeriden,7 Serisi,740d xDrive M Excellence
BMW,5 Serisi 520i Comfort Plus,2018,164.0,2.480.000 TL,Beyaz,Muğla,Milas,Galeriden,5 Serisi,520i Comfort Plus
BMW,3 Serisi 320i First Edition Sport Line,2021,119.0,2.458.500 TL,Mavi,İstanbul,Avcılar,Galeriden,3 Serisi,320i First Edition Sport Line
BMW,2 Serisi 218i Gran Coupe First Edition M Sport,2021,131.235,1.935.000 TL,Füme,Kocaeli,Gebze,Galeriden,2 Serisi,218i Gran Coupe First Edition M Sport
BMW,5 Serisi 520i Standart,1999,370.0,480.000 TL,Gri,İstanbul,Esenyurt,Sahibinden,5 Serisi,520i Standart
BMW,5 Serisi 520i Premium,2014,225.0,1.820.000 TL,Beyaz,Konya,Karatay,Galeriden,5 Serisi,520i Premium
BMW,4 Serisi 420i Gran Coupe 50th Year M Edition,2022,114.5,3.395.000 TL,Mavi,İstanbul,Avcılar,Galeriden,4 Serisi,420i Gran Coupe 50th Year M Edition
BMW,3 Serisi 320i ED M Plus,2015,200.0,1.665.000 TL,Mavi,Afyonkarahisar,Merkez,Galeriden,3 Serisi,320i ED M Plus
BMW,3 Serisi 320i First Edition M Sport,2020,199.5,2.458.500 TL,Siyah,İstanbul,Avcılar,Galeriden,3 Serisi,320i First Edition M Sport
BMW,5 Serisi 520i Premium,2013,218.0,1.679.000 TL,Beyaz,Ankara,Akyurt,Galeriden,5 Serisi,520i Premium
BMW,4 Serisi 420d M Sport,2015,139.0,2.750.000 TL,Beyaz,İstanbul,Bağcılar,Galeriden,4 Serisi,420d M Sport
BMW,4 Serisi 420d M Sport,2015,149.0,3.400.000 TL,Gri,Balıkesir,Karesi,Galeriden,4 Serisi,420d M Sport
BMW,5 Serisi 525d xDrive Comfort,2012,310.0,1.170.000 TL,Beyaz,İstanbul,Büyükçekmece,Galeriden,5 Serisi,525d xDrive Comfort
BMW,3 Serisi 320i First Edition M Sport,2020,147.0,2.425.000 TL,Siyah,Düzce,Gümüşova,Galeriden,3 Serisi,320i First Edition M Sport
BMW,i Serisi i8 Premium Techno,2015,177.0,4.300.000 TL,Füme,İstanbul,Maltepe,Galeriden,i Serisi,i8 Premium Techno
BMW,7 Serisi 740i,2001,290.0,2.800.000 TL,Bordo,Ankara,Yenimahalle,Galeriden,7 Serisi,740i
BMW,5 Serisi 520d M Sport,2012,315.0,1.557.500 TL,Siyah,Eskişehir,Odunpazarı,Sahibinden,5 Serisi,520d M Sport
BMW,3 Serisi 320i 50th Year M Edition,2023,71.0,3.845.000 TL,Siyah,İstanbul,Avcılar,Sahibinden,3 Serisi,320i 50th Year M Edition
BMW,2 Serisi 218i Gran Coupe Sport Line,2023,99.0,2.099.000 TL,Siyah,Bursa,Osmangazi,Galeriden,2 Serisi,218i Gran Coupe Sport Line
BMW,5 Serisi 520i Executive,2015,268.0,1.298.000 TL,Beyaz,İstanbul,Zeytinburnu,Sahibinden,5 Serisi,520i Executive
BMW,5 Serisi 520i Executive Luxury Line,2016,282.0,1.515.000 TL,Siyah,İstanbul,Eyüpsultan,Galeriden,5 Serisi,520i Executive Luxury Line
BMW,5 Serisi 520i Standart,1997,360.0,545.000 TL,Siyah,İstanbul,Esenyurt,Galeriden,5 Serisi,520i Standart
BMW,5 Serisi 520i Prestige,2017,190.0,2.420.000 TL,Siyah,Isparta,Merkez,Galeriden,5 Serisi,520i Prestige
BMW,4 Serisi 420i Edition M Sport,2024,38.0,5.450.000 TL,Gri,İstanbul,Beylikdüzü,Sahibinden,4 Serisi,420i Edition M Sport
BMW,1 Serisi 116d M Plus,2016,129.1,1.465.500 TL,Beyaz,İstanbul,Eyüpsultan,Galeriden,1 Serisi,116d M Plus
BMW,3 Serisi 318i Edition M Sport,2018,79.0,2.190.000 TL,Gri,Tekirdağ,Çorlu,Sahibinden,3 Serisi,318i Edition M Sport
BMW,5 Serisi 520d M Sport,2012,187.0,1.990.000 TL,Gümüş Gri,Bursa,Yıldırım,Galeriden,5 Serisi,520d M Sport
BMW,5 Serisi 520i M Sport,2022,88.0,3.950.000 TL,Mavi,Konya,Karatay,Galeriden,5 Serisi,520i M Sport
BMW,2 Serisi 218i Sport Line,2015,158.0,1.495.000 TL,Beyaz,İzmir,Bornova,Galeriden,2 Serisi,218i Sport Line
BMW,i Serisi i5 eDrive 40,2024,43.0,4.875.000 TL,Siyah,Konya,Karatay,Galeriden,i Serisi,i5 eDrive 40
BMW,1 Serisi 116d Urban Plus,2016,290.0,965.000 TL,Gri,Adana,Sarıçam,Galeriden,1 Serisi,116d Urban Plus
BMW,3 Serisi 320i Sport Line,2021,79.45,2.960.000 TL,Siyah,Antalya,Alanya,Sahibinden,3 Serisi,320i Sport Line
BMW,5 Serisi 520d Premium,2013,275.0,1.490.000 TL,Siyah,Mardin,Kızıltepe,Sahibinden,5 Serisi,520d Premium
BMW,3 Serisi 320d M Sport,2010,334.0,1.250.000 TL,Siyah,Eskişehir,Odunpazarı,Sahibinden,3 Serisi,320d M Sport
BMW,5 Serisi 520i Special Edition M Sport,2020,128.0,3.245.000 TL,Mavi,İstanbul,Esenyurt,Galeriden,5 Serisi,520i Special Edition M Sport
BMW,5 Serisi 520i M Sport,2022,95.0,3.750.000 TL,Mavi,İzmir,Çeşme,Sahibinden,5 Serisi,520i M Sport
BMW,5 Serisi 525d xDrive M Sport,2013,349.0,1.175.000 TL,Beyaz,İzmir,Gaziemir,Galeriden,5 Serisi,525d xDrive M Sport
BMW,1 Serisi 116d M Plus,2015,163.0,1.349.000 TL,Gri,Bursa,Nilüfer,Galeriden,1 Serisi,116d M Plus
BMW,1 Serisi 118i Joy Plus,2016,85.0,1.465.000 TL,Beyaz,İstanbul,Maltepe,Galeriden,1 Serisi,118i Joy Plus
BMW,5 Serisi 520i M Sport,2024,14.0,5.895.000 TL,Beyaz,Amasya,Merzifon,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i Luxury Line,2021,107.0,3.390.000 TL,Mavi,İstanbul,Pendik,Galeriden,5 Serisi,520i Luxury Line
BMW,3 Serisi 320i ED 40th Year Edition,2016,99.0,2.250.000 TL,Beyaz,Mersin,Erdemli,Galeriden,3 Serisi,320i ED 40th Year Edition
BMW,3 Serisi 320i ED 40th Year Edition,2016,185.0,1.425.000 TL,Gümüş Gri,İstanbul,Beyoğlu,Galeriden,3 Serisi,320i ED 40th Year Edition
BMW,7 Serisi 730i Long Executive Lounge,2015,184.0,4.090.000 TL,Beyaz,Konya,Karatay,Galeriden,7 Serisi,730i Long Executive Lounge
BMW,2 Serisi 216d Active Tourer Active Tourer,2015,165.0,1.249.000 TL,Siyah,İstanbul,Beylikdüzü,Galeriden,2 Serisi,216d Active Tourer Active Tourer
BMW,5 Serisi 520i M Sport,2017,232.0,2.175.000 TL,Gri,Isparta,Merkez,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i Premium,2015,259.0,1.700.000 TL,Gri,Muğla,Menteşe,Sahibinden,5 Serisi,520i Premium
BMW,3 Serisi 320d Premium,2010,333.0,1.050.000 TL,Siyah,Bursa,Yıldırım,Galeriden,3 Serisi,320d Premium
BMW,3 Serisi 320i First Edition Sport Line,2020,95.0,2.919.000 TL,Kırmızı,Antalya,Demre,Galeriden,3 Serisi,320i First Edition Sport Line
BMW,5 Serisi 520i Executive,2015,252.0,1.695.000 TL,Siyah,Manisa,Soma,Galeriden,5 Serisi,520i Executive
BMW,3 Serisi 320i ED Modern Line,2014,115.0,1.725.000 TL,Beyaz,Kocaeli,Başiskele,Galeriden,3 Serisi,320i ED Modern Line
BMW,3 Serisi 320i M Sport,2021,125.0,2.950.000 TL,Siyah,Ankara,Yenimahalle,Galeriden,3 Serisi,320i M Sport
BMW,3 Serisi 320d Sport Line,2013,294.0,1.275.000 TL,Kırmızı,Antalya,Alanya,Sahibinden,3 Serisi,320d Sport Line
BMW,5 Serisi 520i Executive,2015,230.0,1.525.000 TL,Siyah,Giresun,Bulancak,Galeriden,5 Serisi,520i Executive
BMW,1 Serisi 118i M Sport,2012,260.0,850.000 TL,Lacivert,Kocaeli,Gebze,Sahibinden,1 Serisi,118i M Sport
BMW,3 Serisi 320i First Edition M Sport,2019,144.0,2.925.000 TL,Mavi,Mersin,Erdemli,Galeriden,3 Serisi,320i First Edition M Sport
BMW,4 Serisi 420i Gran Coupe Edition M Sport,2024,73.7,4.875.000 TL,Yeşil,Mardin,Kızıltepe,Galeriden,4 Serisi,420i Gran Coupe Edition M Sport
BMW,3 Serisi 320i ED Sport Line,2014,260.0,1.219.750 TL,Beyaz,İstanbul,Bağcılar,Galeriden,3 Serisi,320i ED Sport Line
BMW,3 Serisi 320d xDrive M Sport,2016,330.0,1.375.000 TL,Beyaz,Kırşehir,Mucur,Galeriden,3 Serisi,320d xDrive M Sport
BMW,7 Serisi 730d xDrive Standart,2014,239.946,3.650.000 TL,Siyah,Ankara,Mamak,Galeriden,7 Serisi,730d xDrive Standart
BMW,3 Serisi 320i Sport Line,2022,43.9,3.279.000 TL,Siyah,İstanbul,Esenyurt,Galeriden,3 Serisi,320i Sport Line
BMW,5 Serisi 520i M Sport,2024,12.5,6.500.000 TL,Mavi,İstanbul,Üsküdar,Sahibinden,5 Serisi,520i M Sport
BMW,4 Serisi 418i Gran Coupe Sport Line,2015,203.0,1.495.000 TL,Siyah,İstanbul,Bahçelievler,Galeriden,4 Serisi,418i Gran Coupe Sport Line
BMW,5 Serisi 520i M Sport,2023,85.0,4.080.000 TL,Lacivert,Gaziantep,Şehitkamil,Sahibinden,5 Serisi,520i M Sport
BMW,4 Serisi 420i Edition M Sport,2021,116.5,3.690.000 TL,Siyah,Ankara,Çankaya,Sahibinden,4 Serisi,420i Edition M Sport
BMW,5 Serisi 520i Executive,2015,195.786,1.879.111 TL,Beyaz,Bursa,Osmangazi,Galeriden,5 Serisi,520i Executive
BMW,5 Serisi 520d xDrive M Sport,2023,66.74,6.115.000 TL,Mavi,İzmir,Bornova,Galeriden,5 Serisi,520d xDrive M Sport
BMW,1 Serisi 116i Sport Line,2012,126.0,1.075.000 TL,Beyaz,İstanbul,Kadıköy,Galeriden,1 Serisi,116i Sport Line
BMW,3 Serisi 320i ED 40th Year Edition,2015,235.0,1.550.000 TL,Beyaz,Bursa,Osmangazi,Sahibinden,3 Serisi,320i ED 40th Year Edition
BMW,3 Serisi 320i First Edition M Sport,2021,124.0,2.875.000 TL,Beyaz,İzmir,Gaziemir,Galeriden,3 Serisi,320i First Edition M Sport
BMW,5 Serisi 520i M Sport,2015,210.0,1.830.000 TL,Siyah,Ankara,Yenimahalle,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i M Sport,2016,272.0,1.725.000 TL,Lacivert,Eskişehir,Odunpazarı,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i Special Edition Luxury Line,2021,116.0,3.450.000 TL,Gri,Kahramanmaraş,Pazarcık,Sahibinden,5 Serisi,520i Special Edition Luxury Line
BMW,5 Serisi 520i Premium,2015,101.0,1.875.000 TL,Beyaz,Balıkesir,Susurluk,Galeriden,5 Serisi,520i Premium
BMW,3 Serisi 320i ED Luxury Line,2014,172.5,1.495.000 TL,Gri,İzmir,Menemen,Galeriden,3 Serisi,320i ED Luxury Line
BMW,7 Serisi 740i Long,1997,335.0,1.190.000 TL,Füme,Ankara,Sincan,Sahibinden,7 Serisi,740i Long
BMW,2 Serisi 218i Gran Coupe Sport Line,2022,62.5,2.095.000 TL,Gri,İstanbul,Beylikdüzü,Galeriden,2 Serisi,218i Gran Coupe Sport Line
BMW,3 Serisi 320i Edition M Sport,2024,6.594,4.775.061 TL,Beyaz,İstanbul,Ataşehir,Galeriden,3 Serisi,320i Edition M Sport
BMW,3 Serisi 320d Prestige,2017,134.0,2.325.000 TL,Siyah,Kocaeli,Gebze,Sahibinden,3 Serisi,320d Prestige
BMW,1 Serisi 118i Sport Line,2021,43.98,2.245.000 TL,Lacivert,İzmir,Bornova,Galeriden,1 Serisi,118i Sport Line
BMW,3 Serisi 320i M Sport,2025,25.5,4.089.900 TL,Gri,İstanbul,Ümraniye,Galeriden,3 Serisi,320i M Sport
BMW,3 Serisi 320d Standart,2010,338.0,825.000 TL,Beyaz,Antalya,Alanya,Galeriden,3 Serisi,320d Standart
BMW,1 Serisi 120 M Sport,2024,48.0,2.374.990 TL,Füme,İstanbul,Büyükçekmece,Galeriden,1 Serisi,120 M Sport
BMW,3 Serisi 320i M Sport,2020,139.0,2.729.000 TL,Mavi,Bolu,Merkez,Galeriden,3 Serisi,320i M Sport
BMW,5 Serisi 520i M Sport,2025,41.0,5.719.000 TL,Gri,Bursa,Osmangazi,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i Luxury Line,2022,95.0,3.700.000 TL,Beyaz,Kahramanmaraş,Göksun,Galeriden,5 Serisi,520i Luxury Line
BMW,5 Serisi 520i Executive Plus,2016,55.75,2.650.000 TL,Bej,İzmir,Narlıdere,Sahibinden,5 Serisi,520i Executive Plus
BMW,1 Serisi 118i Joy Plus,2017,118.75,1.395.000 TL,Siyah,İstanbul,Sultangazi,Galeriden,1 Serisi,118i Joy Plus
BMW,5 Serisi 520i M Sport,2021,135.0,3.450.000 TL,Siyah,Kocaeli,Darıca,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520d Exclusive,2012,250.0,1.625.000 TL,Beyaz,Mersin,Erdemli,Galeriden,5 Serisi,520d Exclusive
BMW,3 Serisi 320i ED 40th Year Edition,2015,215.0,1.480.000 TL,Beyaz,İstanbul,Arnavutköy,Galeriden,3 Serisi,320i ED 40th Year Edition
BMW,5 Serisi 520d Premium,2011,325.0,1.139.500 TL,Siyah,İzmir,Bornova,Galeriden,5 Serisi,520d Premium
BMW,3 Serisi 320i ED M Plus,2014,225.0,1.575.000 TL,Beyaz,Ankara,Keçiören,Sahibinden,3 Serisi,320i ED M Plus
BMW,3 Serisi 320i ED 40th Year Edition,2016,172.0,1.800.000 TL,Kırmızı,İstanbul,Bağcılar,Sahibinden,3 Serisi,320i ED 40th Year Edition
BMW,5 Serisi 520i Executive Plus,2016,115.5,2.275.000 TL,Beyaz,Zonguldak,Kozlu,Galeriden,5 Serisi,520i Executive Plus
BMW,5 Serisi 520i Luxury Line,2021,95.0,3.545.000 TL,Mavi,Kocaeli,Gebze,Galeriden,5 Serisi,520i Luxury Line
BMW,1 Serisi 116d First Edition M Sport,2020,92.0,2.075.000 TL,Füme,Muğla,Bodrum,Galeriden,1 Serisi,116d First Edition M Sport
BMW,4 Serisi 418i Gran Coupe Gran Coupe,2016,150.0,1.599.000 TL,Yeşil,İstanbul,Bahçelievler,Galeriden,4 Serisi,418i Gran Coupe Gran Coupe
BMW,1 Serisi 116i Urban Line,2012,220.0,845.000 TL,Lacivert,Tekirdağ,Marmaraereğlisi,Galeriden,1 Serisi,116i Urban Line
BMW,7 Serisi 730i M Sport,2016,82.0,5.750.000 TL,Siyah,İstanbul,Başakşehir,Sahibinden,7 Serisi,730i M Sport
BMW,3 Serisi 320i,1994,225.0,425.000 TL,Beyaz,Ankara,Mamak,Galeriden,3 Serisi,320i
BMW,3 Serisi 320i ED Techno Plus,2014,98.0,1.720.000 TL,Füme,İstanbul,Avcılar,Galeriden,3 Serisi,320i ED Techno Plus
BMW,2 Serisi 216d Gran Coupe M Sport,2023,40.0,2.590.000 TL,Mavi,İstanbul,Beylikdüzü,Galeriden,2 Serisi,216d Gran Coupe M Sport
BMW,3 Serisi 320i First Edition Luxury Line,2020,110.0,2.750.000 TL,Lacivert,Ankara,Keçiören,Sahibinden,3 Serisi,320i First Edition Luxury Line
BMW,i Serisi i5 xDrive40,2024,44.0,5.399.000 TL,Yeşil,İstanbul,Kağıthane,Galeriden,i Serisi,i5 xDrive40
BMW,3 Serisi 320i Sport Line,2021,174.9,2.350.000 TL,Gri,Afyonkarahisar,Merkez,Sahibinden,3 Serisi,320i Sport Line
BMW,3 Serisi 320i ED 40th Year Edition,2016,136.0,1.820.000 TL,Beyaz,İstanbul,Bayrampaşa,Sahibinden,3 Serisi,320i ED 40th Year Edition
BMW,5 Serisi 520i Luxury Line,2018,205.0,2.550.000 TL,Siyah,Ağrı,Doğubayazıt,Galeriden,5 Serisi,520i Luxury Line
BMW,5 Serisi 520i M Sport,2023,93.0,3.875.000 TL,Siyah,Kocaeli,Gebze,Sahibinden,5 Serisi,520i M Sport
BMW,1 Serisi 116d ED EfficientDynamics,2015,157.0,1.240.000 TL,Beyaz,Antalya,Konyaaltı,Galeriden,1 Serisi,116d ED EfficientDynamics
BMW,3 Serisi 320i ED Sport Line,2015,226.0,1.375.000 TL,Beyaz,Ankara,Keçiören,Sahibinden,3 Serisi,320i ED Sport Line
BMW,3 Serisi 320Ci,2000,10.0,3.000.000 TL,Beyaz,Konya,Karatay,Galeriden,3 Serisi,320Ci
BMW,4 Serisi 420i Edition M Sport,2021,62.0,4.170.000 TL,Füme,Samsun,Bafra,Sahibinden,4 Serisi,420i Edition M Sport
BMW,5 Serisi 530d M Sport,2011,426.995,2.250.000 TL,Lacivert,Kayseri,Kocasinan,Galeriden,5 Serisi,530d M Sport
BMW,5 Serisi 520i M Sport,2024,39.87,6.045.000 TL,Gri,Konya,Karatay,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520i Comfort,2013,270.0,1.650.000 TL,Siyah,Zonguldak,Ereğli,Galeriden,5 Serisi,520i Comfort
BMW,5 Serisi 520i M Sport,2014,156.0,1.885.000 TL,Beyaz,İstanbul,Ataşehir,Galeriden,5 Serisi,520i M Sport
BMW,3 Serisi 320i ED Sport Line,2015,225.0,1.290.000 TL,Beyaz,Sakarya,Adapazarı,Galeriden,3 Serisi,320i ED Sport Line
BMW,5 Serisi 520i M Sport,2018,166.0,2.765.000 TL,Gri,İstanbul,Beylikdüzü,Galeriden,5 Serisi,520i M Sport
BMW,4 Serisi 420d xDrive Gran Coupe Luxury Line,2014,290.0,1.350.000 TL,Beyaz,Kütahya,Merkez,Galeriden,4 Serisi,420d xDrive Gran Coupe Luxury Line
BMW,5 Serisi 520i Premium,2014,185.0,1.828.000 TL,Füme,Niğde,Bor,Galeriden,5 Serisi,520i Premium
BMW,4 Serisi 420d M Sport,2016,229.0,3.180.000 TL,Gri,İstanbul,Kartal,Galeriden,4 Serisi,420d M Sport
BMW,5 Serisi 520i M Sport,2025,18.0,5.995.000 TL,Siyah,İzmir,Ödemiş,Galeriden,5 Serisi,520i M Sport
BMW,6 Serisi 630i Gran Turismo M Sport,2017,164.0,3.375.000 TL,Bordo,Ankara,Akyurt,Galeriden,6 Serisi,630i Gran Turismo M Sport
BMW,5 Serisi 520d xDrive Prestige,2017,215.0,2.275.000 TL,Beyaz,Ankara,Keçiören,Sahibinden,5 Serisi,520d xDrive Prestige
BMW,3 Serisi 320d M Sport,2012,316.0,1.450.000 TL,Mavi,Antalya,Konyaaltı,Sahibinden,3 Serisi,320d M Sport
BMW,5 Serisi 520i Executive M Sport,2015,115.0,2.350.000 TL,Beyaz,Mersin,Toroslar,Galeriden,5 Serisi,520i Executive M Sport
BMW,5 Serisi 520d xDrive Luxury Line,2020,155.0,3.635.000 TL,Gri,İstanbul,Sultangazi,Galeriden,5 Serisi,520d xDrive Luxury Line
BMW,3 Serisi 316i Technology,2015,190.648,1.185.750 TL,Beyaz,İstanbul,Zeytinburnu,Galeriden,3 Serisi,316i Technology
BMW,5 Serisi 520i Special Edition M Sport,2020,109.0,3.498.000 TL,Beyaz,Ankara,Yenimahalle,Galeriden,5 Serisi,520i Special Edition M Sport
BMW,3 Serisi 320i ED Luxury Line,2013,130.0,1.575.000 TL,Lacivert,Ankara,Mamak,Galeriden,3 Serisi,320i ED Luxury Line
BMW,3 Serisi 320i ED M Plus,2015,105.0,1.925.000 TL,Gri,Malatya,Yeşilyurt,Galeriden,3 Serisi,320i ED M Plus
BMW,3 Serisi 320i Edition M Sport,2023,78.0,3.799.444 TL,Gri,İstanbul,Avcılar,Galeriden,3 Serisi,320i Edition M Sport
BMW,i Serisi i5 eDrive 40,2024,22.0,5.100.000 TL,Gri,Ankara,Çankaya,Sahibinden,i Serisi,i5 eDrive 40
BMW,3 Serisi 320d M Sport,2012,267.0,1.329.000 TL,Siyah,İstanbul,Eyüpsultan,Sahibinden,3 Serisi,320d M Sport
BMW,3 Serisi 320i ED 40th Year Edition,2016,151.5,1.960.000 TL,Beyaz,Ankara,Altındağ,Galeriden,3 Serisi,320i ED 40th Year Edition
BMW,3 Serisi 318i Edition M Sport,2017,130.0,1.619.950 TL,Mavi,İstanbul,Avcılar,Galeriden,3 Serisi,318i Edition M Sport
BMW,5 Serisi 520i Special Edition Luxury Line,2020,149.0,3.100.000 TL,Gri,İstanbul,Sultangazi,Galeriden,5 Serisi,520i Special Edition Luxury Line
BMW,5 Serisi 520d M Sport,2011,315.0,1.665.000 TL,Siyah,Antalya,Muratpaşa,Galeriden,5 Serisi,520d M Sport
BMW,3 Serisi 320i ED Modern Line Plus,2015,225.0,1.415.900 TL,Beyaz,Mersin,Mezitli,Galeriden,3 Serisi,320i ED Modern Line Plus
BMW,2 Serisi 216d Gran Coupe First Edition M Sport,2021,108.86,2.139.500 TL,Siyah,İzmir,Bornova,Galeriden,2 Serisi,216d Gran Coupe First Edition M Sport
BMW,3 Serisi 320d xDrive Premium,2017,165.0,1.750.000 TL,Siyah,İstanbul,Kağıthane,Galeriden,3 Serisi,320d xDrive Premium
BMW,3 Serisi 320i First Edition M Sport,2019,35.0,3.250.000 TL,Mavi,Konya,Karatay,Galeriden,3 Serisi,320i First Edition M Sport
BMW,1 Serisi 118i Joy Plus,2015,113.0,1.399.000 TL,Kırmızı,İstanbul,Ümraniye,Galeriden,1 Serisi,118i Joy Plus
BMW,5 Serisi 520d M Sport,2011,382.0,1.187.500 TL,Siyah,Ankara,Yenimahalle,Galeriden,5 Serisi,520d M Sport
BMW,M Serisi M4 Competition,2016,93.0,8.990.000 TL,Mavi,İstanbul,Kartal,Galeriden,M Serisi,M4 Competition
BMW,5 Serisi 520i M Sport,2017,180.134,2.569.900 TL,Siyah,Samsun,İlkadım,Galeriden,5 Serisi,520i M Sport
BMW,3 Serisi 320i ED M Plus,2016,148.0,1.725.000 TL,Mavi,İstanbul,Pendik,Galeriden,3 Serisi,320i ED M Plus
BMW,3 Serisi 320i M Sport,2023,69.0,3.405.000 TL,Siyah,İstanbul,Bağcılar,Galeriden,3 Serisi,320i M Sport
BMW,5 Serisi 520i Comfort,2014,153.0,1.980.000 TL,Beyaz,Ankara,Çankaya,Sahibinden,5 Serisi,520i Comfort
BMW,5 Serisi 520i Premium,2015,192.0,1.850.000 TL,Beyaz,Ankara,Keçiören,Galeriden,5 Serisi,520i Premium
BMW,5 Serisi 520i Premium,2013,289.0,1.580.000 TL,Beyaz,Muş,Merkez,Galeriden,5 Serisi,520i Premium
BMW,5 Serisi 520i M Sport,2017,231.0,2.345.000 TL,Beyaz,Afyonkarahisar,Sandıklı,Galeriden,5 Serisi,520i M Sport
BMW,5 Serisi 520d xDrive Luxury Line,2020,91.0,4.100.000 TL,Gri,Kocaeli,Gebze,Galeriden,5 Serisi,520d xDrive Luxury Line
BMW,3 Serisi 318d Prestige,2017,222.0,1.570.000 TL,Beyaz,Mersin,Yenişehir,Galeriden,3 Serisi,318d Prestige
BMW,7 Serisi 730d xDrive Long Executive Lounge,2015,248.75,4.425.000 TL,Gri,Ankara,Pursaklar,Galeriden,7 Serisi,730d xDrive Long Executive Lounge
BMW,3 Serisi 330Ci,2002,260.0,4.100.000 TL,Kırmızı,Mersin,Yenişehir,Galeriden,3 Serisi,330Ci
BMW,i Serisi i7 xDrive60 M Excellence,2024,45.0,9.450.000 TL,Siyah,Ankara,Yenimahalle,Galeriden,i Serisi,i7 xDrive60 M Excellence
BMW,4 Serisi 420i Gran Coupe M Sport,2022,87.0,3.450.000 TL,Siyah,Amasya,Merzifon,Galeriden,4 Serisi,420i Gran Coupe M Sport
BMW,4 Serisi 420d M Sport,2014,189.0,2.850.000 TL,Mavi,İstanbul,Avcılar,Sahibinden,4 Serisi,420d M Sport
BMW,3 Serisi 316i Luxury Line,2013,216.0,1.169.750 TL,Siyah,İstanbul,Bağcılar,Galeriden,3 Serisi,316i Luxury Line
BMW,1 Serisi 118i Sport Line,2022,52.0,2.125.000 TL,Siyah,İstanbul,Bağcılar,Galeriden,1 Serisi,118i Sport Line
BMW,5 Serisi 520d Premium,2012,137.0,2.175.000 TL,Füme,İstanbul,Maltepe,Galeriden,5 Serisi,520d Premium
BMW,3 Serisi 320i ED Luxury Line,2013,195.0,1.280.000 TL,Lacivert,Mardin,Kızıltepe,Galeriden,3 Serisi,320i ED Luxury Line
BMW,3 Serisi 320d M Sport,2012,232.0,1.680.000 TL,Kırmızı,Denizli,Pamukkale,Galeriden,3 Serisi,320d M Sport
BMW,5 Serisi 520i Executive M Sport,2018,200.0,2.700.000 TL,Lacivert,Ankara,Yenimahalle,Galeriden,5 Serisi,520i Executive M Sport
BMW,7 Serisi 750d xDrive Long M Excellence,2018,260.0,6.500.000 TL,Gümüş Gri,İstanbul,Maltepe,Sahibinden,7 Serisi,750d xDrive Long M Excellence
