konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Tokat,600000.0,Hyundai,Accent Era,1.4 Team,2007,156000.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,0,0,Accent Era 1.4 Team
 Tokat,1500000.0,Mercedes-Benz,C,C 200 d BlueTEC Avantgarde,2015,222000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Arkadan İtiş,4.2,41.0,0.0,1,2,C C 200 d BlueTEC Avantgarde
 Tokat,684950.0,Opel,Corsa,1.4 Twinport Enjoy,2011,179000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,44.0,1400.0,0,0,Corsa 1.4 Twinport Enjoy
 Tokat,465000.0,Opel,Corsa,1.4 Twinport Enjoy,2005,229000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,44.0,0.0,0,7,Corsa 1.4 Twinport Enjoy
 Tokat,545000.0,Renault,Symbol,1.2 Joy,2013,178000.0,Düz,Benzin,Sedan,1149.0,75.0,Önden Çekiş,6.0,50.0,0.0,0,1,Symbol 1.2 Joy
 Tokat,425000.0,Renault,Clio,1.4 Authentique,2004,171000.0,Düz,Benzin,Sedan,1201.0,51.0,Önden Çekiş,7.1,50.0,0.0,0,0,Clio 1.4 Authentique
 Tokat,289000.0,Renault,Clio,1.4 RNA,2000,230000.0,Düz,Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,3.0,0,7,Clio 1.4 RNA
 Tokat,315000.0,Opel,Vectra,1.6 GL,1998,375000.0,Düz,Benzin,Sedan,1401.0,76.0,Önden Çekiş,7.3,60.0,0.0,1,0,Vectra 1.6 GL
 Tokat,219000.0,Opel,Corsa,1.4 GLS,2000,361000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,7.4,42.0,0.0,0,0,Corsa 1.4 GLS
 Tokat,430000.0,Peugeot,106,GTI,1998,180000.0,Düz,Benzin,Hatchback/3,1401.0,101.0,Önden Çekiş,8.1,45.0,0.0,0,0,106 GTI
 Tokat,1335000.0,Honda,Civic,1.6 i-VTEC Eco Executive,2018,158000.0,Otomatik,Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.7,47.0,0.0,0,0,Civic 1.6 i-VTEC Eco Executive
 Tokat,365000.0,Ford,Focus,1.6 TDCi Collection,2011,304000.0,Düz,Dizel,Sedan,1560.0,90.0,Önden Çekiş,4.7,55.0,12000.0,2,11,Focus 1.6 TDCi Collection
 Tokat,415000.0,Chevrolet,Aveo,1.2 LS,2010,195000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.5,45.0,1800.0,0,3,Aveo 1.2 LS
 Tokat,750000.0,Dacia,Sandero,1.5 dCi Stepway,2014,122000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,4.0,50.0,0.0,0,0,Sandero 1.5 dCi Stepway
 Tokat,135000.0,Lada,Samara,1.5,1993,122200.0,Düz,LPG & Benzin,Hatchback/5,1499.0,68.0,Önden Çekiş,7.3,45.0,0.0,0,0,Samara 1.5
 Tokat,1145000.0,Renault,Megane,1.3 TCe Joy,2019,82000.0,Düz,Benzin,Sedan,1201.0,126.0,Önden Çekiş,5.7,50.0,0.0,0,0,Megane 1.3 TCe Joy
 Tokat,475000.0,Renault,Megane,1.6 Dynamique,2004,189000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.9,60.0,0.0,0,4,Megane 1.6 Dynamique
 Tokat,275500.0,Fiat,Palio,1.2 S,2001,245000.0,Düz,Benzin,Hatchback/5,1201.0,51.0,Önden Çekiş,7.2,51.0,0.0,2,1,Palio 1.2 S
 Tokat,325000.0,Mercedes-Benz,190,2.0,1986,530000.0,Düz,Benzin,Sedan,1801.0,76.0,Arkadan İtiş,10.8,55.0,0.0,0,0,190 2.0
 Tokat,1075000.0,Renault,Megane,1.6 Joy,2019,54000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.3,49.0,0.0,0,0,Megane 1.6 Joy
 Tokat,450000.0,Renault,Fluence,1.6 Business,2011,269000.0,Düz,LPG & Benzin,Sedan,1598.0,110.0,Önden Çekiş,6.5,60.0,0.0,0,0,Fluence 1.6 Business
 Tokat,530000.0,Hyundai,i20,1.2 D-CVVT Jump,2013,132000.0,Düz,Benzin,Hatchback/5,1248.0,85.0,Önden Çekiş,4.9,45.0,0.0,4,0,i20 1.2 D-CVVT Jump
 Tokat,265000.0,Renault,Megane,1.6,1999,355000.0,Düz,LPG & Benzin,Sedan,1401.0,76.0,Önden Çekiş,7.2,60.0,0.0,0,0,Megane 1.6
 Tokat,615000.0,Opel,Insignia,1.4 T Edition Elegance,2012,166000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,5.6,70.0,0.0,0,0,Insignia 1.4 T Edition Elegance
 Tokat,530000.0,Hyundai,Accent Era,1.4 Team,2011,156000.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,1,3,Accent Era 1.4 Team
 Tokat,619000.0,Volkswagen,Polo,1.4 Comfortline,2011,155000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.9,45.0,0.0,0,0,Polo 1.4 Comfortline
 Tokat,275000.0,Peugeot,206,1.4 X-Line,2003,285000.0,Düz,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.4,50.0,0.0,0,0,206 1.4 X-Line
 Tokat,1215000.0,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2016,200000.0,Düz,Benzin,Sedan,1395.0,125.0,Önden Çekiş,5.3,66.0,0.0,0,0,Passat 1.4 TSi BlueMotion Trendline
 Tokat,485000.0,Opel,Vectra,1.6 Comfort,2007,240000.0,Düz,Benzin,Sedan,1598.0,105.0,Önden Çekiş,6.9,61.0,1500.0,0,3,Vectra 1.6 Comfort
 Tokat,499900.0,Opel,Vectra,1.6 Comfort,2004,270000.0,Düz,Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.5,61.0,0.0,0,0,Vectra 1.6 Comfort
 Tokat,835000.0,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2012,142500.0,Otomatik,LPG & Benzin,Sedan,1396.0,108.0,Önden Çekiş,6.3,43.0,0.0,0,1,Accent Blue 1.4 CVVT Mode Plus
 Tokat,1600000.0,Toyota,Corolla,1.5 Dream,2024,12000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,5.8,50.0,0.0,0,0,Corolla 1.5 Dream
 Tokat,320000.0,Skoda,Fabia,1.4 Comfort,2005,248000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.6,45.0,0.0,0,0,Fabia 1.4 Comfort
 Tokat,150000.0,Tofas,Doğan,SL,1993,175000.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,45.0,0.0,0,0,Doğan SL
 Tokat,285500.0,Skoda,Felicia,1.3 GLXi,1998,248000.0,Düz,Benzin,Hatchback/5,1201.0,51.0,Önden Çekiş,6.7,42.0,0.0,0,0,Felicia 1.3 GLXi
 Tokat,975000.0,Opel,Astra,1.4 T Edition Plus,2020,82300.0,Düz,LPG & Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.2,56.0,0.0,0,0,Astra 1.4 T Edition Plus
 Tokat,700000.0,Opel,Astra,1.3 CDTI Edition,2013,163000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.2,56.0,4017.0,1,0,Astra 1.3 CDTI Edition
 Tokat,740000.0,Volkswagen,Polo,1.4 Comfortline,2014,174000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,85.0,Önden Çekiş,5.9,45.0,0.0,0,0,Polo 1.4 Comfortline
 Tokat,2050000.0,Mercedes-Benz,E,250 CDI Elite,2013,282000.0,Otomatik,Dizel,Sedan,2001.0,201.0,4WD (Sürekli),5.7,59.0,0.0,0,0,E 250 CDI Elite
 Tokat,1190000.0,Mercedes-Benz,E,200 Kompressor Avantgarde,2005,355000.0,Otomatik,Benzin,Sedan,1796.0,163.0,Arkadan İtiş,8.7,65.0,2700.0,0,4,E 200 Kompressor Avantgarde
 Tokat,1300000.0,Ford,Focus,1.5 TDCi ST Line,2018,146000.0,Otomatik,Dizel,Hatchback/5,1500.0,120.0,Önden Çekiş,4.4,47.0,0.0,0,0,Focus 1.5 TDCi ST Line
 Tokat,976000.0,Fiat,Egea,1.3 Multijet Urban Plus,2020,59000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,6000.0,0,0,Egea 1.3 Multijet Urban Plus
 Tokat,395500.0,BMW,5 Serisi,520i Standart,1990,353000.0,Otomatik,Benzin,Sedan,1991.0,150.0,Arkadan İtiş,9.9,80.0,0.0,0,0,5 Serisi 520i Standart
 Tokat,820000.0,Ford,Focus,1.6 TDCi Trend X,2015,220000.0,Düz,Dizel,Sedan,1560.0,95.0,Önden Çekiş,4.5,53.0,0.0,1,3,Focus 1.6 TDCi Trend X
 Tokat,1390000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,11000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.0,42.0,0.0,0,0,Clio 1.0 TCe Techno Esprit Alpine
 Tokat,1125000.0,Fiat,Egea,1.4 Fire Limited,2024,19000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Limited
 Tokat,1545000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018,167000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,5.0,66.0,0.0,0,0,Passat 1.4 TSi BlueMotion Comfortline
 Tokat,985000.0,Opel,Corsa,1.4 Enjoy,2016,73000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.0,45.0,0.0,0,0,Corsa 1.4 Enjoy
 Tokat,365000.0,Nissan,Primera,1.6 Visia,2006,273000.0,Düz,LPG & Benzin,Sedan,1596.0,109.0,Önden Çekiş,7.2,62.0,0.0,1,8,Primera 1.6 Visia
 Tokat,200000.0,Opel,Vectra,2.0 GLS,1994,380000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.7,61.0,0.0,0,0,Vectra 2.0 GLS
 Tokat,520000.0,Renault,Megane,1.6 Dynamique,2004,245000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.9,60.0,0.0,0,0,Megane 1.6 Dynamique
 Tokat,678500.0,Fiat,Egea,1.4 Fire Easy,2021,113500.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,2,Egea 1.4 Fire Easy
 Tokat,385000.0,Renault,Megane,1.4 Authentique,2001,243000.0,Düz,LPG & Benzin,Sedan,1390.0,95.0,Önden Çekiş,6.6,60.0,0.0,0,0,Megane 1.4 Authentique
 Tokat,250000.0,Renault,Clio,1.6 RTE,1999,276000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,90.0,Önden Çekiş,7.2,50.0,0.0,0,0,Clio 1.6 RTE
 Tokat,700000.0,Chevrolet,Cruze,1.6 LS,2010,75000.0,Otomatik,LPG & Benzin,Sedan,1598.0,113.0,Önden Çekiş,7.8,60.0,0.0,0,0,Cruze 1.6 LS
 Tokat,775000.0,Fiat,Egea,1.3 Multijet Easy,2017,139500.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Tokat,1219000.0,Toyota,Auris,1.6 Advance Skypack,2016,68000.0,Otomatik,Benzin,Hatchback/5,1401.0,126.0,Önden Çekiş,6.1,50.0,0.0,0,5,Auris 1.6 Advance Skypack
 Tokat,310000.0,Hyundai,Accent,1.3 Admire,2006,325000.0,Düz,LPG & Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,3,1,Accent 1.3 Admire
 Tokat,915000.0,Suzuki,Swift,1.2 GL,2016,44000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.6,42.0,0.0,0,0,Swift 1.2 GL
 Tokat,755000.0,Opel,Astra,1.6 Edition,2015,109000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.5,56.0,900000.0,0,0,Astra 1.6 Edition
 Tokat,115000.0,Lada,Samara,1.5,1994,175000.0,Düz,Benzin,Hatchback/5,1499.0,68.0,Önden Çekiş,7.3,45.0,0.0,0,0,Samara 1.5
 Tokat,725000.0,Hyundai,i20,1.4 CVVT Team,2010,219000.0,Otomatik,Benzin,Hatchback/5,1397.0,100.0,Önden Çekiş,6.2,45.0,0.0,0,0,i20 1.4 CVVT Team
 Tokat,660000.0,Mercedes-Benz,E,220 CDI Classic,1998,458000.0,Düz,Dizel,Sedan,2151.0,125.0,Arkadan İtiş,6.5,65.0,0.0,0,0,E 220 CDI Classic
 Tokat,730000.0,Fiat,Egea,1.4 Fire Easy,2017,50000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Tokat,950000.0,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,216000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,0,0,A3 A3 Sportback 1.6 TDI Attraction
 Tokat,765000.0,Fiat,Egea,1.3 Multijet Easy,2017,108000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Tokat,1245000.0,Renault,Megane,1.3 TCe Joy,2021,100000.0,Otomatik,Benzin,Sedan,1201.0,126.0,Önden Çekiş,5.7,50.0,0.0,0,0,Megane 1.3 TCe Joy
 Tokat,930000.0,Volkswagen,Jetta,1.2 TSi BlueMotion Trendline,2015,189000.0,Otomatik,Benzin,Sedan,1200.0,101.0,Önden Çekiş,5.0,55.0,0.0,0,0,Jetta 1.2 TSi BlueMotion Trendline
 Tokat,550000.0,Toyota,Corolla,1.6 Sol,2006,191000.0,Düz,Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.5,55.0,0.0,0,4,Corolla 1.6 Sol
 Tokat,754999.0,Volkswagen,Polo,1.2 TSi Comfortline,2014,157000.0,Düz,Benzin,Hatchback/5,1197.0,90.0,Önden Çekiş,4.7,45.0,0.0,0,3,Polo 1.2 TSi Comfortline
 Tokat,320000.0,Opel,Vectra,2.0 CDX,2000,280000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.5,60.0,4000.0,0,0,Vectra 2.0 CDX
 Tokat,1560000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2014,89000.0,Düz,Benzin,Sedan,1395.0,125.0,Önden Çekiş,5.3,66.0,0.0,0,0,Passat 1.4 TSi BlueMotion Comfortline
 Tokat,240000.0,Fiat,Palio,1.2 EL,2002,322000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş,7.2,51.0,0.0,0,6,Palio 1.2 EL
 Tokat,120000.0,Skoda,Felicia,1.3 LX,1995,299000.0,Düz,LPG & Benzin,Hatchback/5,1289.0,55.0,Önden Çekiş,7.0,42.0,0.0,0,0,Felicia 1.3 LX
 Tokat,310000.0,Renault,Clio,1.6 Dynamique,2002,328000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,107.0,Önden Çekiş,7.2,50.0,0.0,0,3,Clio 1.6 Dynamique
 Tokat,430000.0,Volkswagen,Polo,1.4 Trendline,2006,250150.0,Düz,LPG & Benzin,Hatchback/5,1390.0,80.0,Önden Çekiş,6.3,45.0,2.0,0,1,Polo 1.4 Trendline
 Tokat,255000.0,Fiat,Palio,1.4 EL,2001,195000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,0,2,Palio 1.4 EL
 Tokat,300000.0,Hyundai,Accent,1.5 GLS,2001,243000.0,Düz,LPG & Benzin,Hatchback/5,1341.0,75.0,Önden Çekiş,6.5,45.0,0.0,1,0,Accent 1.5 GLS
 Tokat,855000.0,Opel,Corsa,1.4 Essentia,2016,115800.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.0,45.0,0.0,0,4,Corsa 1.4 Essentia
 Tokat,550000.0,Opel,Corsa,1.2 Twinport Essentia,2009,89731.0,Düz,Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş,6.1,45.0,0.0,0,0,Corsa 1.2 Twinport Essentia
 Tokat,135000.0,Lada,Vega,1.5,2003,230000.0,Düz,Benzin,Hatchback/5,1499.0,93.0,Önden Çekiş,7.4,43.0,0.0,0,0,Vega 1.5
 Tokat,420000.0,Renault,Megane,1.6 Dynamique,2005,340000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.9,60.0,0.0,0,0,Megane 1.6 Dynamique
 Tokat,1220000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016,216700.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,0.0,0,2,Passat 1.6 TDi BlueMotion Trendline
 Tokat,1245000.0,Volkswagen,Golf,1.2 TSi Comfortline,2014,108000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.9,50.0,0.0,0,0,Golf 1.2 TSi Comfortline
 Tokat,1400000.0,Renault,Megane,1.3 TCe Touch,2023,81600.0,Otomatik,Benzin,Sedan,1201.0,126.0,Önden Çekiş,5.7,50.0,0.0,0,0,Megane 1.3 TCe Touch
 Tokat,440000.0,Renault,Symbol,1.4 Authentique,2009,205000.0,Düz,Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0,Symbol 1.4 Authentique
 Tokat,280000.0,Volkswagen,Polo,1.6 Classic,2000,296908.0,Düz,LPG & Benzin,Sedan,1595.0,100.0,Önden Çekiş,7.4,45.0,0.0,1,2,Polo 1.6 Classic
 Tokat,455000.0,Renault,Clio,1.4 Alize,2006,152000.0,Düz,Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,1,Clio 1.4 Alize
 Tokat,655000.0,Renault,Megane,1.6 Dynamique,2005,127000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.9,60.0,0.0,0,0,Megane 1.6 Dynamique
 Tokat,400000.0,Opel,Astra,1.3 CDTI Essentia,2010,351000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,5.1,52.0,0.0,4,9,Astra 1.3 CDTI Essentia
 Tokat,1291000.0,Opel,Corsa,1.2 Turbo Edition,2024,6001.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.2,44.0,0.0,0,0,Corsa 1.2 Turbo Edition
 Tokat,365000.0,Hyundai,Accent,1.3 Admire,2005,315000.0,Düz,Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,0,0,Accent 1.3 Admire
 Tokat,790000.0,Fiat,Egea,1.4 Fire Easy,2022,30000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Tokat,805000.0,Fiat,Egea,1.3 Multijet Easy,2020,110000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Tokat,198500.0,Hyundai,Accent,1.3 LS,1997,350000.0,Düz,Benzin,Sedan,1341.0,75.0,Önden Çekiş,7.4,45.0,0.0,0,0,Accent 1.3 LS
 Tokat,580000.0,Chevrolet,Cruze,1.6 Sport,2012,220000.0,Düz,Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.6,60.0,0.0,0,0,Cruze 1.6 Sport
 Tokat,395000.0,Hyundai,Accent,1.3 Admire,2005,260000.0,Otomatik,Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,0.0,0,0,Accent 1.3 Admire
 Tokat,335000.0,Hyundai,Accent,1.3 Admire,2005,255000.0,Düz,Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.7,45.0,2.0,0,0,Accent 1.3 Admire
 Tokat,1355000.0,Hyundai,i20,1.0 T-GDI Style,2025,6001.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.1,40.0,0.0,0,0,i20 1.0 T-GDI Style
 Tokat,810000.0,Fiat,Egea,1.3 Multijet Easy,2021,139800.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Tokat,457500.0,Chevrolet,Cruze,1.6 LS,2010,230000.0,Düz,Benzin,Sedan,1401.0,101.0,Önden Çekiş,7.4,60.0,13.0,0,0,Cruze 1.6 LS
 Tokat,950000.0,Renault,Clio,1.5 dCi Grandtour Extreme,2011,6007.0,Düz,Dizel,Station wagon,1401.0,76.0,Önden Çekiş,4.4,55.0,0.0,0,0,Clio 1.5 dCi Grandtour Extreme
 Tokat,630000.0,Volkswagen,Passat,1.4 TSi Trendline,2009,292000.0,Otomatik,Benzin,Sedan,1390.0,122.0,Önden Çekiş,6.6,70.0,0.0,0,0,Passat 1.4 TSi Trendline
 Tokat,635000.0,Renault,Megane,1.5 dCi Expression,2008,160000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,4.9,60.0,415.0,0,0,Megane 1.5 dCi Expression
 Tokat,215000.0,Opel,Vectra,2.0 GLS,1996,311000.0,Düz,Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,0,0,Vectra 2.0 GLS
 Tokat,1440000.0,Volkswagen,Golf,1.4 TSi Comfortline,2017,56500.0,Yarı Otomatik,Benzin,Hatchback/5,1395.0,125.0,Önden Çekiş,5.3,50.0,0.0,0,0,Golf 1.4 TSi Comfortline
 Tokat,1760000.0,Mercedes-Benz,C,C 200 D Comfort,2017,155000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Arkadan İtiş,4.2,41.0,0.0,0,0,C C 200 D Comfort
 Tokat,530000.0,Ford,Focus,1.6 TDCi Trend,2008,260000.0,Düz,Dizel,Hatchback/3,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,1,0,Focus 1.6 TDCi Trend
 Tokat,830000.0,Opel,Astra,1.6 Edition,2014,89179.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.5,56.0,0.0,0,0,Astra 1.6 Edition
 Tokat,443000.0,Renault,Symbol,1.5 dCi Authentique,2011,251000.0,Düz,Dizel,Sedan,1461.0,65.0,Önden Çekiş,4.5,50.0,0.0,0,1,Symbol 1.5 dCi Authentique
 Tokat,382000.0,Renault,Megane,1.6 RTE,2000,295000.0,Düz,LPG & Benzin,Sedan,1598.0,107.0,Önden Çekiş,7.0,60.0,0.0,0,0,Megane 1.6 RTE
 Tokat,580000.0,Volkswagen,Polo,1.0 Trendline,2015,201000.0,Düz,Benzin,Hatchback/5,999.0,75.0,Önden Çekiş,5.1,45.0,0.0,0,3,Polo 1.0 Trendline
 Tokat,790000.0,Toyota,Avensis,1.6 Elegant Extra,2012,149500.0,Düz,LPG & Benzin,Sedan,1598.0,132.0,Önden Çekiş,6.5,60.0,0.0,0,7,Avensis 1.6 Elegant Extra
 Tokat,255000.0,Renault,Megane,1.6 RTE,1999,250000.0,Düz,LPG & Benzin,Sedan,1598.0,90.0,Önden Çekiş,7.2,60.0,0.0,2,11,Megane 1.6 RTE
 Tokat,305000.0,Dacia,Solenza,1.4 Clima,2004,200000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,6.7,50.0,0.0,0,0,Solenza 1.4 Clima
 Tokat,395000.0,Audi,A4,A4 Sedan 1.6,2000,327000.0,Düz,Benzin,Sedan,1595.0,101.0,Önden Çekiş,8.0,62.0,0.0,0,0,A4 A4 Sedan 1.6
 Tokat,835000.0,Fiat,Egea,1.4 Fire Easy,2023,30000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Tokat,535000.0,Citroen,C-Elysee,1.2 VTi Comfort,2013,160000.0,Düz,LPG & Benzin,Sedan,1199.0,73.0,Önden Çekiş,5.3,50.0,0.0,0,0,C-Elysee 1.2 VTi Comfort
 Tokat,360000.0,Volvo,S40,2.0 T,2000,329000.0,Otomatik,Benzin,Sedan,1948.0,165.0,Önden Çekiş,9.2,60.0,0.0,0,4,S40 2.0 T
 Tokat,560000.0,Renault,Fluence,1.5 dCi Touch,2014,305000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,1,2,Fluence 1.5 dCi Touch
 Tokat,1295000.0,Renault,Megane,1.3 TCe Joy Comfort,2022,75450.0,Otomatik,Benzin,Sedan,1201.0,126.0,Önden Çekiş,5.3,50.0,0.0,0,0,Megane 1.3 TCe Joy Comfort
 Tokat,375000.0,Renault,Clio,1.4 Alize,2004,232000.0,Düz,LPG & Benzin,Sedan,1390.0,98.0,Önden Çekiş,7.0,50.0,0.0,0,0,Clio 1.4 Alize
 Tokat,570000.0,Opel,Vectra,1.6 Comfort,2008,305000.0,Düz,Benzin,Sedan,1598.0,105.0,Önden Çekiş,6.9,61.0,0.0,0,0,Vectra 1.6 Comfort
 Tokat,399750.0,Chevrolet,Kalos,1.2 SE,2005,113000.0,Düz,Benzin,Hatchback/5,1200.0,51.0,Önden Çekiş,6.6,45.0,0.0,0,0,Kalos 1.2 SE
 Tokat,250000.0,Mitsubishi,Carisma,1.6 GL,1999,370000.0,Düz,LPG & Benzin,Sedan,1597.0,90.0,Önden Çekiş,7.3,60.0,0.0,0,0,Carisma 1.6 GL
 Tokat,525000.0,Renault,Clio,1.2 Joy,2015,255000.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.5,45.0,0.0,0,3,Clio 1.2 Joy
 Tokat,1385000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,182000.0,Düz,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,0.0,0,0,Passat 1.6 TDi BlueMotion Comfortline
 Tokat,649000.0,Renault,Latitude,1.5 dCi Executive,2012,284000.0,Düz,Dizel,Sedan,1461.0,110.0,Önden Çekiş,5.0,66.0,0.0,0,0,Latitude 1.5 dCi Executive
 Tokat,455000.0,Opel,Vectra,1.6 Comfort,2007,253000.0,Düz,Benzin,Sedan,1598.0,105.0,Önden Çekiş,6.9,61.0,0.0,0,0,Vectra 1.6 Comfort
 Tokat,1395000.0,Skoda,Octavia,1.0 e-Tec Elite,2022,137500.0,Otomatik,Hibrit,Sedan,1200.0,101.0,Önden Çekiş,4.3,48.0,0.0,0,0,Octavia 1.0 e-Tec Elite
 Tokat,1355000.0,Skoda,Scala,1.0 TSI Premium,2020,17000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.8,50.0,0.0,0,0,Scala 1.0 TSI Premium
 Tokat,1650000.0,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,83000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.7,50.0,0.0,0,0,Civic 1.6 i-VTEC ECO Elegance
 Tokat,820000.0,Opel,Corsa,1.2 Twinport Essentia,2013,70000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.1,45.0,0.0,0,0,Corsa 1.2 Twinport Essentia
