konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Tekirdağ,265000.0,Tofas,Doğan,SL,1993,268000.0,Düz,Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,45.0,0.0,0,0,Doğan SL
 Tekirdağ,665000.0,Renault,Fluence,1.5 dCi Touch,2015,231000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.5,60.0,0.0,0,1,Fluence 1.5 dCi Touch
 Tekirdağ,855000.0,Toyota,Auris,1.33 Life,2016,119800.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.8,50.0,0.0,0,0,Auris 1.33 Life
 Tekirdağ,849000.0,Nissan,Micra,1.2 Street,2018,71000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,5.4,41.0,0.0,0,2,Micra 1.2 Street
 Tekirdağ,845000.0,Opel,Astra,1.6 Edition Plus,2017,114000.0,Düz,Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.5,56.0,0.0,0,0,Astra 1.6 Edition Plus
 Tekirdağ,1245000.0,Renault,Megane,1.5 dCi Touch Plus,2020,145000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,3.8,49.0,0.0,1,1,Megane 1.5 dCi Touch Plus
 Tekirdağ,1399000.0,Seat,Leon,1.0 eTSI Style,2021,74700.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,5.3,45.0,0.0,0,0,Leon 1.0 eTSI Style
 Tekirdağ,695000.0,Peugeot,508,1.6 e-HDi Allure,2011,228000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.4,72.0,0.0,0,0,508 1.6 e-HDi Allure
 Tekirdağ,400000.0,Audi,A3,A3 Sportback 1.6 Ambiente,2004,400000.0,Düz,LPG & Benzin,Hatchback/3,1595.0,102.0,Önden Çekiş,7.0,55.0,0.0,1,7,A3 A3 Sportback 1.6 Ambiente
 Tekirdağ,430000.0,Opel,Astra,1.6 GTC Sport,2006,277000.0,Düz,LPG & Benzin,Hatchback/3,1598.0,105.0,Önden Çekiş,6.8,52.0,0.0,2,8,Astra 1.6 GTC Sport
 Tekirdağ,1050000.0,Volvo,S60,1.6 D Advance,2013,189000.0,Yarı Otomatik,Dizel,Sedan,1560.0,115.0,Önden Çekiş,4.3,67.0,0.0,2,1,S60 1.6 D Advance
 Tekirdağ,575000.0,Hyundai,i20 Troy,1.2 Team,2011,101200.0,Düz,Benzin,Hatchback/5,1248.0,78.0,Önden Çekiş,5.1,45.0,0.0,3,0,i20 Troy 1.2 Team
 Tekirdağ,550000.0,Volkswagen,Polo,1.2 TDi Trendline,2014,215000.0,Düz,Dizel,Hatchback/5,1199.0,75.0,Önden Çekiş,3.8,45.0,18000.0,3,3,Polo 1.2 TDi Trendline
 Tekirdağ,665000.0,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2014,315000.0,Düz,Dizel,Hatchback/5,1598.0,90.0,Önden Çekiş,3.8,50.0,0.0,0,3,Golf 1.6 TDi BlueMotion Midline Plus
 Tekirdağ,580000.0,Renault,Fluence,1.5 dCi Touch,2015,210000.0,Düz,Dizel,Sedan,1461.0,90.0,Önden Çekiş,4.5,60.0,0.0,1,8,Fluence 1.5 dCi Touch
 Tekirdağ,450000.0,Audi,A4,A4 Sedan 1.6,2003,380000.0,Düz,LPG & Benzin,Sedan,1595.0,102.0,Önden Çekiş,7.7,70.0,0.0,2,11,A4 A4 Sedan 1.6
 Tekirdağ,525000.0,Fiat,Egea,1.3 Multijet Easy,2016,250000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,17949.0,0,10,Egea 1.3 Multijet Easy
 Tekirdağ,365000.0,Renault,Megane,1.4 Authentique,2004,330450.0,Düz,LPG & Benzin,Hatchback/5,1390.0,98.0,Önden Çekiş,6.7,60.0,0.0,0,11,Megane 1.4 Authentique
 Tekirdağ,1125000.0,Volkswagen,VW CC,1.4 TSi,2016,208000.0,Yarı Otomatik,Benzin,Coupe,1395.0,150.0,Önden Çekiş,5.6,70.0,0.0,0,3,VW CC 1.4 TSi
 Tekirdağ,680000.0,Renault,Symbol,0.9 TCe Joy,2020,112000.0,Düz,Benzin,Sedan,1200.0,76.0,Önden Çekiş,5.1,50.0,0.0,0,0,Symbol 0.9 TCe Joy
 Tekirdağ,720000.0,Opel,Astra,1.4 T Sport,2013,160000.0,Otomatik,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,6.7,56.0,0.0,2,3,Astra 1.4 T Sport
 Tekirdağ,241000.0,Fiat,Palio,1.4 RT,2000,228000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,1,6,Palio 1.4 RT
 Tekirdağ,610000.0,Fiat,Egea,1.3 Multijet Easy,2017,235000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,3,0,Egea 1.3 Multijet Easy
 Tekirdağ,405000.0,Kia,Picanto,1.1 EX,2009,136500.0,Düz,Dizel,Hatchback/5,1120.0,75.0,Önden Çekiş,4.4,35.0,0.0,0,4,Picanto 1.1 EX
 Tekirdağ,645000.0,Fiat,Egea,1.4 Fire Urban,2018,134000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,6000.0,1,3,Egea 1.4 Fire Urban
 Tekirdağ,411000.0,Fiat,Punto,EVO 1.4 Active,2010,172000.0,Düz,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,5.9,45.0,0.0,2,4,Punto EVO 1.4 Active
 Tekirdağ,840000.0,Volkswagen,Jetta,1.4 TSi Comfortline,2013,200000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,6.6,55.0,0.0,0,5,Jetta 1.4 TSi Comfortline
 Tekirdağ,805000.0,Volkswagen,Jetta,1.2 TSi Trendline,2013,193000.0,Otomatik,Benzin,Sedan,1200.0,101.0,Önden Çekiş,5.7,55.0,0.0,1,3,Jetta 1.2 TSi Trendline
 Tekirdağ,180000.0,Renault,Clio,1.4 RN,1996,275000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,7.1,43.0,0.0,0,0,Clio 1.4 RN
 Tekirdağ,1520000.0,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020,158000.0,Yarı Otomatik,Benzin,Sedan,1498.0,150.0,Önden Çekiş,5.1,50.0,0.0,0,0,A3 A3 Sedan 35 TFSI Dynamic
 Tekirdağ,575000.0,Renault,Clio,1.5 dCi SportTourer Joy,2018,328000.0,Düz,Dizel,Station wagon,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0,Clio 1.5 dCi SportTourer Joy
 Tekirdağ,720000.0,Renault,Clio,0.9 TCe Joy,2019,89000.0,Düz,Benzin,Hatchback/5,898.0,90.0,Önden Çekiş,5.0,45.0,0.0,1,0,Clio 0.9 TCe Joy
 Tekirdağ,1075000.0,Renault,Clio,1.0 TCe Touch,2021,55000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,5.0,42.0,0.0,0,0,Clio 1.0 TCe Touch
 Tekirdağ,370000.0,Opel,Corsa,1.3 CDTI Essentia,2008,325000.0,Düz,Dizel,Hatchback/5,1248.0,75.0,Önden Çekiş,4.6,45.0,0.0,0,0,Corsa 1.3 CDTI Essentia
 Tekirdağ,585000.0,Renault,Symbol,1.5 dCi Joy,2019,195000.0,Düz,Dizel,Sedan,1461.0,90.0,Önden Çekiş,3.9,50.0,0.0,1,5,Symbol 1.5 dCi Joy
 Tekirdağ,795000.0,Opel,Astra,1.4 T Sport,2014,160000.0,Düz,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,6.7,56.0,0.0,0,0,Astra 1.4 T Sport
 Tekirdağ,715000.0,Opel,Corsa,1.2 Twinport Essentia,2014,137000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.1,45.0,710565.0,0,1,Corsa 1.2 Twinport Essentia
 Tekirdağ,710000.0,Opel,Astra,1.3 CDTI Cosmo,2012,180000.0,Düz,Dizel,Hatchback/5,1201.0,76.0,Önden Çekiş,5.1,52.0,6515.0,2,2,Astra 1.3 CDTI Cosmo
 Tekirdağ,2090000.0,Mercedes-Benz,C,C 200 D AMG,2017,75000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Arkadan İtiş,4.2,41.0,20800.0,1,1,C C 200 D AMG
 Tekirdağ,185000.0,Hyundai,Accent,1.3 LS,1998,200000.0,Düz,Benzin,Sedan,1201.0,51.0,Önden Çekiş,7.4,45.0,0.0,0,0,Accent 1.3 LS
 Tekirdağ,229000.0,Geely,Familia,1.5 Comfort,2009,300000.0,Düz,Benzin,Sedan,1401.0,76.0,Önden Çekiş,7.7,45.0,3.0,0,0,Familia 1.5 Comfort
 Tekirdağ,749000.0,Ford,Focus,1.6 Ti-VCT Trend X,2012,187000.0,Otomatik,Benzin,Hatchback/5,1401.0,101.0,Önden Çekiş,6.6,55.0,0.0,0,4,Focus 1.6 Ti-VCT Trend X
 Tekirdağ,850000.0,Citroen,C-Elysee,1.5 BlueHDi Feel,2022,70000.0,Düz,Dizel,Sedan,1499.0,100.0,Önden Çekiş,3.9,50.0,0.0,0,4,C-Elysee 1.5 BlueHDi Feel
 Tekirdağ,330000.0,Opel,Astra,1.6 CD,1999,292000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş,7.4,52.0,0.0,2,2,Astra 1.6 CD
 Tekirdağ,1150000.0,Renault,Megane,1.3 TCe Icon,2020,75000.0,Yarı Otomatik,Benzin,Sedan,1332.0,140.0,Önden Çekiş,5.7,50.0,0.0,2,0,Megane 1.3 TCe Icon
 Tekirdağ,350000.0,Renault,Symbol,1.5 dCi Authentique,2012,237000.0,Düz,Dizel,Sedan,1461.0,65.0,Önden Çekiş,4.5,50.0,9000.0,4,7,Symbol 1.5 dCi Authentique
 Tekirdağ,875500.0,Opel,Corsa,1.4 Enjoy,2016,81500.0,Otomatik,Benzin,Hatchback/5,1398.0,90.0,Önden Çekiş,6.0,45.0,0.0,1,1,Corsa 1.4 Enjoy
 Tekirdağ,1535000.0,Toyota,Corolla,1.5 Flame X-Pack,2021,30000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,5.8,50.0,0.0,0,0,Corolla 1.5 Flame X-Pack
 Tekirdağ,1675000.0,Honda,Civic,1.5 i-VTEC Elegance,2020,19000.0,Düz,Benzin,Sedan,1401.0,176.0,Önden Çekiş,5.7,46.0,0.0,0,0,Civic 1.5 i-VTEC Elegance
 Tekirdağ,2520000.0,BMW,3 Serisi,320i First Edition M Sport,2020,118000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,6.0,59.0,0.0,0,0,3 Serisi 320i First Edition M Sport
 Tekirdağ,995000.0,Seat,Ibiza,1.0 EcoTSI FR,2018,171000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,5.3,40.0,5000.0,1,1,Ibiza 1.0 EcoTSI FR
 Tekirdağ,1135000.0,Renault,Megane,1.5 dCi Icon,2016,170000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.8,49.0,3775.0,0,3,Megane 1.5 dCi Icon
 Tekirdağ,1075000.0,Volkswagen,VW CC,1.4 TSi,2015,190000.0,Otomatik,Benzin,Coupe,1201.0,126.0,Önden Çekiş,6.9,70.0,0.0,0,2,VW CC 1.4 TSi
 Tekirdağ,305000.0,Ford,Focus,1.6 TDCi Trend,2005,300000.0,Düz,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,4.5,55.0,0.0,0,0,Focus 1.6 TDCi Trend
 Tekirdağ,411999.0,Volvo,S40,2.0,2001,173000.0,Düz,Benzin,Sedan,1948.0,136.0,Önden Çekiş,8.4,60.0,0.0,0,0,S40 2.0
 Tekirdağ,330000.0,Volkswagen,Golf,1.6 Comfortline,2001,301000.0,Otomatik,LPG & Benzin,Hatchback/3,1595.0,101.0,Önden Çekiş,8.6,55.0,0.0,0,0,Golf 1.6 Comfortline
 Tekirdağ,365000.0,Opel,Astra,1.3 CDTI Enjoy,2005,300000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.8,52.0,0.0,1,0,Astra 1.3 CDTI Enjoy
 Tekirdağ,765000.0,Renault,Fluence,1.5 dCi Touch,2014,184000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,0,1,Fluence 1.5 dCi Touch
 Tekirdağ,743500.0,Fiat,Egea,1.4 Fire Easy,2020,54000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Tekirdağ,346000.0,Opel,Astra,1.6 CD,1998,430000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,100.0,Önden Çekiş,7.4,52.0,0.0,0,0,Astra 1.6 CD
 Tekirdağ,750000.0,Kia,Ceed,1.6 CRDi Concept Plus,2013,173000.0,Düz,Dizel,Hatchback/5,1582.0,128.0,Önden Çekiş,4.3,53.0,0.0,2,1,Ceed 1.6 CRDi Concept Plus
 Tekirdağ,300000.0,Renault,Clio,1.5 dCi Alize,2006,362000.0,Düz,Dizel,Sedan,1461.0,65.0,Önden Çekiş,5.0,50.0,0.0,0,0,Clio 1.5 dCi Alize
 Tekirdağ,700000.0,Renault,Clio,1.5 dCi SportTourer Joy,2017,205000.0,Düz,Dizel,Station wagon,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,1,Clio 1.5 dCi SportTourer Joy
 Tekirdağ,265000.0,Hyundai,Accent,1.5 CRDi Admire,2005,269000.0,Düz,Dizel,Sedan,1493.0,82.0,Önden Çekiş,5.5,45.0,0.0,0,0,Accent 1.5 CRDi Admire
 Tekirdağ,689000.0,Hyundai,Accent Blue,1.6 CRDI Mode,2013,153000.0,Düz,Dizel,Sedan,1582.0,128.0,Önden Çekiş,4.4,43.0,9800.0,1,3,Accent Blue 1.6 CRDI Mode
 Tekirdağ,485000.0,Chevrolet,Cruze,1.6 LS,2010,149000.0,Düz,Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.5,60.0,0.0,2,4,Cruze 1.6 LS
 Tekirdağ,317000.0,Renault,Clio,1.4 RTA,2001,237000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.8,50.0,0.0,0,0,Clio 1.4 RTA
 Tekirdağ,1349000.0,Toyota,Corolla,1.6 Dream,2020,69000.0,Otomatik,LPG & Benzin,Sedan,1598.0,132.0,Önden Çekiş,5.5,50.0,0.0,1,4,Corolla 1.6 Dream
 Tekirdağ,1349999.0,Honda,City,1.5 i-VTEC Executive,2024,13000.0,Otomatik,Benzin,Sedan,1498.0,121.0,Önden Çekiş,6.2,40.0,0.0,0,0,City 1.5 i-VTEC Executive
 Tekirdağ,405000.0,Ford,Fiesta,1.4 TDCi Trend,2010,240000.0,Düz,Dizel,Hatchback/5,1398.0,70.0,Önden Çekiş,4.2,45.0,3500.0,1,1,Fiesta 1.4 TDCi Trend
 Tekirdağ,950000.0,Renault,Fluence,1.5 dCi Icon,2015,122000.0,Düz,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.6,60.0,0.0,0,0,Fluence 1.5 dCi Icon
 Tekirdağ,450000.0,Chevrolet,Aveo,1.2 LS,2012,108300.0,Düz,Benzin,Hatchback/5,1229.0,70.0,Önden Çekiş,5.9,46.0,0.0,1,2,Aveo 1.2 LS
 Tekirdağ,430000.0,Peugeot,407,1.6 HDi Executive Black,2010,330000.0,Düz,Dizel,Sedan,1560.0,112.0,Önden Çekiş,5.3,66.0,0.0,0,3,407 1.6 HDi Executive Black
 Tekirdağ,535500.0,Volkswagen,Golf,1.6 FSi Midline Plus,2006,290000.0,Düz,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,7.1,55.0,0.0,0,8,Golf 1.6 FSi Midline Plus
 Tekirdağ,360000.0,Volkswagen,Polo,1.4 Basicline,2004,302000.0,Düz,Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,6.4,45.0,0.0,1,3,Polo 1.4 Basicline
 Tekirdağ,365000.0,Renault,Megane,1.6 Authentique,2004,273000.0,Düz,LPG & Benzin,Sedan,1598.0,107.0,Önden Çekiş,7.0,60.0,0.0,1,5,Megane 1.6 Authentique
 Tekirdağ,1999999.0,Volkswagen,Phaeton,3.0 TDi,2007,320000.0,Otomatik,Dizel,Sedan,2967.0,225.0,4WD (Sürekli),8.7,90.0,0.0,0,0,Phaeton 3.0 TDi
 Tekirdağ,315000.0,Opel,Vectra,1.6 Comfort,2001,351000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.2,60.0,0.0,0,0,Vectra 1.6 Comfort
 Tekirdağ,600000.0,Opel,Astra,1.6 Essentia Konfor,2012,167000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.5,52.0,6.0,1,8,Astra 1.6 Essentia Konfor
 Tekirdağ,675000.0,Fiat,Egea,1.4 Fire Urban,2015,91000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,1,1,Egea 1.4 Fire Urban
 Tekirdağ,675000.0,Fiat,Egea,1.4 Fire Easy,2022,105000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Tekirdağ,580000.0,Renault,Clio,1.5 dCi Touch,2017,262000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.6,45.0,0.0,0,0,Clio 1.5 dCi Touch
 Tekirdağ,500000.0,Hyundai,i20,1.4 CRDi Jump,2012,135000.0,Düz,Dizel,Hatchback/5,1396.0,90.0,Önden Çekiş,4.3,45.0,0.0,2,2,i20 1.4 CRDi Jump
 Tekirdağ,300000.0,Fiat,Palio,1.2 S,2001,197500.0,Düz,LPG & Benzin,Hatchback/5,1242.0,74.0,Önden Çekiş,7.2,51.0,0.0,0,0,Palio 1.2 S
 Tekirdağ,285000.0,Peugeot,206,1.4 X-Design,2005,255000.0,Otomatik,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.9,50.0,0.0,3,0,206 1.4 X-Design
 Tekirdağ,352500.0,Fiat,Linea,1.3 Multijet Active,2010,262000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,2,5,Linea 1.3 Multijet Active
 Tekirdağ,820000.0,Opel,Astra,1.3 CDTI Sport,2013,167000.0,Düz,Dizel,Hatchback/5,1248.0,95.0,Önden Çekiş,4.1,56.0,0.0,1,0,Astra 1.3 CDTI Sport
 Tekirdağ,930000.0,Honda,Civic,1.6 i-VTEC Dream,2013,171000.0,Otomatik,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,5,Civic 1.6 i-VTEC Dream
 Tekirdağ,255000.0,Fiat,Albea,1.2 EL,2003,375000.0,Düz,LPG & Benzin,Sedan,1242.0,80.0,Önden Çekiş,7.0,47.0,0.0,0,1,Albea 1.2 EL
 Tekirdağ,640000.0,Honda,Civic,1.6 i-VTEC Elegance,2012,191000.0,Düz,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,2,Civic 1.6 i-VTEC Elegance
 Tekirdağ,570000.0,Fiat,Linea,1.3 Multijet Urban,2012,223000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,2,2,Linea 1.3 Multijet Urban
 Tekirdağ,1070000.0,Opel,Astra,1.4 T Sport,2019,41600.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.2,56.0,0.0,0,0,Astra 1.4 T Sport
 Tekirdağ,650000.0,Volkswagen,Jetta,1.4 TSi Comfortline,2008,255000.0,Yarı Otomatik,Benzin,Sedan,1390.0,140.0,Önden Çekiş,7.1,55.0,0.0,0,5,Jetta 1.4 TSi Comfortline
 Tekirdağ,680000.0,Peugeot,208,1.6 THP Allure,2012,156000.0,Düz,Benzin,Hatchback/3,1598.0,158.0,Önden Çekiş,5.8,50.0,2.0,0,0,208 1.6 THP Allure
 Tekirdağ,1250000.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2017,148000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,115.0,Önden Çekiş,4.2,50.0,0.0,0,0,Golf 1.6 TDi BlueMotion Comfortline
 Tekirdağ,320000.0,Chevrolet,Aveo,1.3 D LS,2012,541000.0,Düz,Dizel,Sedan,1248.0,75.0,Önden Çekiş,3.7,46.0,0.0,0,6,Aveo 1.3 D LS
 Tekirdağ,1200000.0,Hyundai,Elantra,1.6 D-CVVT Style,2017,58000.0,Otomatik,Benzin,Sedan,1591.0,128.0,Önden Çekiş,6.9,50.0,0.0,1,0,Elantra 1.6 D-CVVT Style
 Tekirdağ,310000.0,Peugeot,206,1.4 XR,2002,190000.0,Otomatik,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.9,50.0,0.0,0,0,206 1.4 XR
 Tekirdağ,460000.0,Chevrolet,Cruze,1.6 LS Plus,2011,178000.0,Düz,Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.5,60.0,0.0,2,2,Cruze 1.6 LS Plus
 Tekirdağ,460000.0,Chevrolet,Cruze,1.6 LS Plus,2011,178000.0,Düz,Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.5,60.0,0.0,0,0,Cruze 1.6 LS Plus
 Tekirdağ,710000.0,Renault,Megane,1.6 Authentique,2012,121000.0,Düz,Benzin,Hatchback/5,1598.0,110.0,Önden Çekiş,6.9,60.0,0.0,0,0,Megane 1.6 Authentique
 Tekirdağ,402000.0,Renault,Megane,1.6 Sportway,2005,205000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.9,60.0,0.0,1,0,Megane 1.6 Sportway
 Tekirdağ,215000.0,Fiat,Stilo,1.6 Active,2005,236666.0,Düz,LPG & Benzin,Hatchback/5,1596.0,103.0,Önden Çekiş,7.4,58.0,0.0,0,0,Stilo 1.6 Active
 Tekirdağ,190000.0,Opel,Astra,1.6 GL,1993,301000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,75.0,Önden Çekiş,7.4,52.0,0.0,1,12,Astra 1.6 GL
 Tekirdağ,535000.0,Fiat,Linea,1.3 Multijet Pop,2015,180000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.9,45.0,0.0,0,4,Linea 1.3 Multijet Pop
 Tekirdağ,265000.0,Opel,Corsa,1.2 Swing,2000,297000.0,Düz,Benzin,Hatchback/3,1199.0,65.0,Önden Çekiş,6.5,42.0,0.0,0,0,Corsa 1.2 Swing
 Tekirdağ,640000.0,Renault,Clio,1.5 dCi GT Line,2014,159000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.6,45.0,0.0,2,3,Clio 1.5 dCi GT Line
 Tekirdağ,730000.0,Volkswagen,Polo,1.2 TSi Lounge,2016,147500.0,Düz,Benzin,Hatchback/5,1197.0,90.0,Önden Çekiş,4.7,45.0,0.0,0,5,Polo 1.2 TSi Lounge
 Tekirdağ,575000.0,Fiat,Egea,1.4 Fire Easy Plus,2018,72000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,6,2,Egea 1.4 Fire Easy Plus
 Tekirdağ,355000.0,Toyota,Corolla,1.4 Terra VVT-i,2001,306000.0,Düz,LPG & Benzin,Hatchback/3,1398.0,97.0,Önden Çekiş,6.8,50.0,0.0,0,0,Corolla 1.4 Terra VVT-i
 Tekirdağ,950000.0,Renault,Megane,1.5 dCi Icon,2017,185000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,3.8,49.0,0.0,1,6,Megane 1.5 dCi Icon
 Tekirdağ,850005.0,Fiat,Egea,1.4 Fire Urban,2022,39000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Urban
 Tekirdağ,1040000.0,Renault,Clio,1.3 TCe Touch,2020,82000.0,Yarı Otomatik,Benzin,Hatchback/5,1332.0,130.0,Önden Çekiş,5.2,42.0,0.0,0,0,Clio 1.3 TCe Touch
 Tekirdağ,1050000.0,Opel,Corsa,1.5 CDTI Dynamic,2020,49999.0,Düz,Dizel,Hatchback/5,1499.0,102.0,Önden Çekiş,3.2,41.0,0.0,0,0,Corsa 1.5 CDTI Dynamic
 Tekirdağ,1365000.0,Renault,Megane,1.3 TCe Joy Comfort,2022,42000.0,Yarı Otomatik,Benzin,Sedan,1332.0,140.0,Önden Çekiş,5.3,50.0,0.0,0,0,Megane 1.3 TCe Joy Comfort
 Tokat,815000.0,Ford,Focus,1.6 TDCi Style,2012,183000.0,Düz,Dizel,Sedan,1560.0,115.0,Önden Çekiş,4.2,53.0,0.0,0,0,Focus 1.6 TDCi Style
 Tokat,545000.0,Renault,Clio,1.4 Authentique,2010,122000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0,Clio 1.4 Authentique
 Tokat,945000.0,Toyota,Corolla,1.33 Life,2016,89550.0,Düz,LPG & Benzin,Sedan,1329.0,99.0,Önden Çekiş,5.8,55.0,0.0,0,0,Corolla 1.33 Life
 Tokat,405000.0,Volkswagen,Bora,1.6 Trendline,2000,309000.0,Düz,LPG & Benzin,Sedan,1595.0,105.0,Önden Çekiş,6.9,55.0,0.0,0,0,Bora 1.6 Trendline
 Tokat,439000.0,Volkswagen,Golf,1.6 TDi Trendline,2009,356000.0,Düz,Dizel,Hatchback/5,1598.0,90.0,Önden Çekiş,4.5,55.0,0.0,2,8,Golf 1.6 TDi Trendline
 Tokat,350000.0,Opel,Corsa,1.4 Elegance,2001,287000.0,Düz,Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş,7.2,44.0,0.0,0,0,Corsa 1.4 Elegance
 Tokat,235000.0,Fiat,Palio,1.2 S,2001,234000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,74.0,Önden Çekiş,7.2,51.0,0.0,0,0,Palio 1.2 S
 Tokat,440000.0,Hyundai,i20,1.2 MPI Team,2010,154000.0,Düz,Benzin,Hatchback/5,1248.0,78.0,Önden Çekiş,5.2,45.0,0.0,1,5,i20 1.2 MPI Team
 Tokat,780000.0,Renault,Clio,0.9 TCe Sport Tourer Touch,2020,122000.0,Düz,LPG & Benzin,Station wagon,898.0,90.0,Önden Çekiş,5.1,45.0,0.0,0,0,Clio 0.9 TCe Sport Tourer Touch
 Tokat,1095000.0,Honda,Civic,1.6 i-VTEC ECO Elegance,2014,198750.0,Otomatik,LPG & Benzin,Sedan,1598.0,125.0,Önden Çekiş,6.7,50.0,0.0,0,0,Civic 1.6 i-VTEC ECO Elegance
 Tokat,345000.0,Opel,Corsa,1.2 Enjoy,2004,234000.0,Düz,LPG & Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş,6.0,44.0,0.0,0,6,Corsa 1.2 Enjoy
 Tokat,829000.0,Renault,Clio,0.9 TCe Joy,2019,45000.0,Düz,Benzin,Hatchback/5,898.0,90.0,Önden Çekiş,5.0,45.0,0.0,0,0,Clio 0.9 TCe Joy
